user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel,last_active_date,avg_daily_minutes,lifetime_paid_amount,lifetime_paid_months,plan_id,sub_status,sub_end_date,sub_start_date,plan_name,plan_price,tier,tenure_days,days_since_last_active,engagement_band,price_band
u000514,2025-11-25,1,regular,mobile,referral,2026-01-30,15.501044776119402,499.0,1,PLN_STD,active,2026-01-30,2025-12-02,Standard,499.0,mid,66,0,medium,mid
u000515,2025-12-31,1,regular,web,organic,2026-01-30,12.898709677419355,299.0,1,PLN_BASIC,active,2026-01-30,2026-01-06,Basic,299.0,low,30,0,medium,low
u000516,2025-05-31,1,regular,mobile,paid_social,2026-01-30,17.426368159203978,2392.0,8,PLN_BASIC,active,2026-01-30,2025-06-03,Basic,299.0,low,244,0,high,low
u000517,2025-12-12,3,regular,mobile,search,2026-01-30,3.2272916666666664,299.0,1,PLN_BASIC,cancelled,2026-01-13,2025-12-14,Basic,299.0,low,49,0,low,low
u000518,2025-05-21,1,regular,web,referral,2026-01-30,15.296650717703349,4794.0,6,PLN_PREM,active,2026-01-30,2025-05-22,Premium,799.0,high,254,0,medium,high
u000519,2025-09-01,1,regular,mobile,email,2026-01-30,16.139463087248323,1996.0,4,PLN_STD,active,2026-01-30,2025-09-02,Standard,499.0,mid,151,0,medium,mid
u000520,2025-10-01,3,regular,web,referral,2026-01-30,16.25541666666667,1497.0,3,PLN_STD,active,2026-01-30,2025-10-08,Standard,499.0,mid,121,0,medium,mid
u000521,2025-08-02,2,premium,web,organic,2026-01-30,25.440287356321836,2495.0,5,PLN_STD,active,2026-01-30,2025-08-06,Standard,499.0,mid,181,0,high,mid
u000522,2025-06-10,3,regular,mobile,paid_social,2026-01-30,17.429268292682927,3493.0,7,PLN_STD,active,2026-01-30,2025-06-11,Standard,499.0,mid,234,0,high,mid
u000523,2025-06-22,2,regular,web,email,2026-01-30,18.585619047619048,2093.0,7,PLN_BASIC,active,2026-01-30,2025-06-27,Basic,299.0,low,222,0,high,low
u000524,2025-11-27,3,premium,mobile,paid_social,2026-01-30,8.928870967741936,0.0,0,PLN_PREM,expired,2025-12-31,2025-12-01,Premium,799.0,high,64,0,medium,high
u000525,2025-07-23,2,value,web,paid_social,2026-01-30,2.2032804232804235,299.0,1,PLN_BASIC,expired,2025-09-22,2025-07-24,Basic,299.0,low,191,0,low,low
u000526,2025-07-21,2,value,web,organic,2026-01-30,8.841727748691099,1794.0,6,PLN_BASIC,active,2026-01-30,2025-07-21,Basic,299.0,low,193,0,medium,low
u000527,2025-12-22,2,regular,web,referral,2026-01-30,11.275128205128206,799.0,1,PLN_PREM,cancelled,2026-01-27,2025-12-28,Premium,799.0,high,39,0,medium,high
u000528,2025-06-10,2,premium,web,organic,2026-01-30,25.656683168316828,5593.0,7,PLN_PREM,active,2026-01-30,2025-06-10,Premium,799.0,high,234,0,high,high
u000529,2025-12-20,2,value,web,organic,2026-01-30,3.7314285714285713,0.0,0,PLN_BASIC,expired,2026-01-21,2025-12-22,Basic,299.0,low,41,0,low,low
u000530,2025-12-22,2,regular,mobile,email,2026-01-30,15.58475,299.0,1,PLN_BASIC,active,2026-01-30,2025-12-27,Basic,299.0,low,39,0,medium,low
u000531,2025-10-02,1,value,web,email,2026-01-30,8.309583333333332,1196.0,4,PLN_BASIC,active,2026-01-30,2025-10-02,Basic,299.0,low,120,0,low,low
u000532,2025-06-15,3,value,web,email,2026-01-30,8.81019512195122,3493.0,7,PLN_STD,active,2026-01-30,2025-06-16,Standard,499.0,mid,229,0,medium,mid
u000533,2025-06-13,2,regular,mobile,search,2026-01-30,6.985693779904306,1196.0,4,PLN_BASIC,cancelled,2025-10-12,2025-06-14,Basic,299.0,low,231,0,low,low
u000534,2025-07-15,1,value,web,organic,2026-01-30,8.37751269035533,2994.0,6,PLN_STD,active,2026-01-30,2025-07-19,Standard,499.0,mid,199,0,low,mid
u000535,2025-09-26,1,premium,mobile,search,2026-01-30,29.384049586776857,1497.0,3,PLN_STD,active,2026-01-30,2025-10-03,Standard,499.0,mid,126,0,high,mid
u000536,2025-06-12,3,value,web,organic,2026-01-30,10.157095238095238,3493.0,7,PLN_STD,active,2026-01-30,2025-06-16,Standard,499.0,mid,232,0,medium,mid
u000537,2025-08-27,2,premium,web,referral,2026-01-30,25.27,3995.0,5,PLN_PREM,active,2026-01-30,2025-08-30,Premium,799.0,high,156,0,high,high
u000538,2025-06-02,2,value,mobile,search,2026-01-30,8.985336538461539,2392.0,8,PLN_BASIC,active,2026-01-30,2025-06-03,Basic,299.0,low,242,0,medium,low
u000539,2025-09-17,3,premium,mobile,search,2026-01-30,26.43515384615385,1996.0,4,PLN_STD,active,2026-01-30,2025-09-21,Standard,499.0,mid,135,0,high,mid
u000540,2025-05-10,1,regular,mobile,organic,2026-01-30,17.058380952380954,3992.0,8,PLN_STD,active,2026-01-30,2025-05-13,Standard,499.0,mid,265,0,high,mid
u000541,2025-10-29,3,value,web,search,2026-01-30,9.293870967741936,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-31,Basic,299.0,low,93,0,medium,low
u000542,2025-05-18,2,value,web,referral,2026-01-30,7.102259615384615,2994.0,6,PLN_STD,active,2026-01-30,2025-05-24,Standard,499.0,mid,257,0,low,mid
u000543,2025-06-22,1,value,mobile,paid_social,2026-01-30,6.242727272727273,3493.0,7,PLN_STD,active,2026-01-30,2025-06-23,Standard,499.0,mid,222,0,low,mid
u000544,2025-06-17,2,regular,mobile,organic,2026-01-30,15.888260869565217,2093.0,7,PLN_BASIC,active,2026-01-30,2025-06-21,Basic,299.0,low,227,0,medium,low
u000545,2025-11-29,3,regular,mobile,organic,2026-01-30,18.924193548387095,598.0,2,PLN_BASIC,active,2026-01-30,2025-11-29,Basic,299.0,low,62,0,high,low
u000546,2025-05-18,2,regular,mobile,search,2026-01-30,18.25183574879227,5593.0,7,PLN_PREM,active,2026-01-30,2025-05-23,Premium,799.0,high,257,0,high,high
u000547,2025-08-20,2,regular,mobile,organic,2026-01-30,16.69748427672956,2495.0,5,PLN_STD,active,2026-01-30,2025-08-21,Standard,499.0,mid,163,0,high,mid
u000548,2025-09-30,2,regular,web,email,2026-01-30,15.414262295081967,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-04,Basic,299.0,low,122,0,medium,low
u000549,2025-09-11,2,regular,mobile,paid_social,2026-01-30,4.391071428571428,0.0,0,PLN_PREM,expired,2025-10-16,2025-09-16,Premium,799.0,high,141,0,low,high
u000550,2025-10-22,2,regular,web,organic,2026-01-30,20.0468,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-23,Basic,299.0,low,100,0,high,low
u000551,2025-11-22,2,regular,web,referral,2026-01-30,18.41794117647059,598.0,2,PLN_BASIC,active,2026-01-30,2025-11-29,Basic,299.0,low,69,0,high,low
u000552,2025-08-11,2,regular,mobile,search,2026-01-30,13.858081395348838,2495.0,5,PLN_STD,active,2026-01-30,2025-08-11,Standard,499.0,mid,172,0,medium,mid
u000553,2025-11-28,1,premium,web,organic,2026-01-30,23.050476190476193,799.0,1,PLN_PREM,active,2026-01-30,2025-12-03,Premium,799.0,high,63,0,high,high
u000554,2025-07-23,2,value,web,search,2026-01-30,4.667631578947368,598.0,2,PLN_BASIC,expired,2025-10-26,2025-07-28,Basic,299.0,low,191,0,low,low
u000555,2026-01-07,2,value,mobile,organic,2026-01-30,8.367083333333333,299.0,1,PLN_BASIC,active,2026-01-30,2026-01-09,Basic,299.0,low,23,0,low,low
u000556,2025-09-08,2,value,mobile,search,2026-01-30,8.136482758620689,1196.0,4,PLN_BASIC,active,2026-01-30,2025-09-09,Basic,299.0,low,144,0,low,low
u000557,2025-11-05,1,regular,web,referral,2026-01-30,15.307058823529413,998.0,2,PLN_STD,active,2026-01-30,2025-11-09,Standard,499.0,mid,86,0,medium,mid
u000558,2025-12-10,2,value,mobile,email,2026-01-30,4.694807692307692,0.0,0,PLN_BASIC,expired,2026-01-15,2025-12-16,Basic,299.0,low,51,0,low,low
u000559,2025-11-19,2,premium,web,search,2026-01-30,15.69463768115942,1598.0,2,PLN_PREM,cancelled,2026-01-22,2025-11-23,Premium,799.0,high,72,0,medium,high
u000560,2025-12-04,1,regular,mobile,paid_social,2026-01-30,15.512909090909092,799.0,1,PLN_PREM,active,2026-01-30,2025-12-10,Premium,799.0,high,57,0,medium,high
u000561,2025-09-16,1,regular,web,organic,2026-01-30,17.473014705882353,1996.0,4,PLN_STD,active,2026-01-30,2025-09-18,Standard,499.0,mid,136,0,high,mid
u000562,2025-05-15,2,regular,web,search,2026-01-30,16.996600985221676,3992.0,8,PLN_STD,active,2026-01-30,2025-05-16,Standard,499.0,mid,260,0,high,mid
u000563,2025-09-05,2,value,web,organic,2026-01-30,8.767671232876712,1996.0,4,PLN_STD,active,2026-01-30,2025-09-06,Standard,499.0,mid,147,0,medium,mid
u000564,2025-06-19,1,regular,web,search,2026-01-30,16.077401960784314,3493.0,7,PLN_STD,active,2026-01-30,2025-06-24,Standard,499.0,mid,225,0,medium,mid
u000565,2025-12-14,3,value,web,organic,2026-01-30,3.8666666666666667,299.0,1,PLN_BASIC,cancelled,2026-01-18,2025-12-19,Basic,299.0,low,47,0,low,low
u000566,2025-07-03,2,regular,web,email,2026-01-30,17.018133971291867,3493.0,7,PLN_STD,active,2026-01-30,2025-07-03,Standard,499.0,mid,211,0,high,mid
u000567,2025-07-01,3,premium,mobile,referral,2026-01-30,3.952705314009662,799.0,1,PLN_PREM,cancelled,2025-08-06,2025-07-07,Premium,799.0,high,213,0,low,high
u000568,2025-07-06,2,regular,web,organic,2026-01-30,17.891844660194174,1794.0,6,PLN_BASIC,active,2026-01-30,2025-07-09,Basic,299.0,low,208,0,high,low
u000569,2025-10-13,2,premium,web,paid_social,2026-01-30,23.005754716981134,1497.0,3,PLN_STD,active,2026-01-30,2025-10-13,Standard,499.0,mid,109,0,high,mid
u000570,2025-09-25,2,regular,mobile,organic,2026-01-30,19.49496,1996.0,4,PLN_STD,active,2026-01-30,2025-09-25,Standard,499.0,mid,127,0,high,mid
u000571,2025-12-29,3,regular,unknown,paid_social,2026-01-30,13.709375,499.0,1,PLN_STD,cancelled,2026-01-29,2025-12-30,Standard,499.0,mid,32,0,medium,mid
u000572,2025-08-17,2,regular,mobile,organic,2026-01-30,16.775308641975307,1196.0,4,PLN_BASIC,active,2026-01-30,2025-08-22,Basic,299.0,low,166,0,high,low
u000573,2025-07-14,2,regular,web,organic,2026-01-30,4.557461928934011,998.0,2,PLN_STD,cancelled,2025-09-15,2025-07-17,Standard,499.0,mid,200,0,low,mid
u000574,2025-05-17,2,value,web,paid_social,2026-01-30,8.09888349514563,3992.0,8,PLN_STD,active,2026-01-30,2025-05-18,Standard,499.0,mid,258,0,low,mid
u000575,2025-05-06,2,value,mobile,search,2026-01-30,7.410386473429952,2093.0,7,PLN_BASIC,active,2026-01-30,2025-05-08,Basic,299.0,low,269,0,low,low
u000576,2025-08-06,1,regular,mobile,search,2026-01-30,19.903125,2495.0,5,PLN_STD,active,2026-01-30,2025-08-13,Standard,499.0,mid,177,0,high,mid
u000577,2025-12-23,2,value,web,search,2026-01-30,6.563684210526316,299.0,1,PLN_BASIC,active,2026-01-30,2025-12-29,Basic,299.0,low,38,0,low,low
u000578,2025-09-13,2,regular,mobile,organic,2026-01-30,17.054379562043795,1996.0,4,PLN_STD,active,2026-01-30,2025-09-14,Standard,499.0,mid,139,0,high,mid
u000579,2025-12-15,3,regular,mobile,organic,2026-01-30,17.42760869565217,499.0,1,PLN_STD,active,2026-01-30,2025-12-18,Standard,499.0,mid,46,0,high,mid
u000580,2025-05-30,2,premium,mobile,paid_social,2026-01-30,26.653970588235293,5593.0,7,PLN_PREM,active,2026-01-30,2025-06-06,Premium,799.0,high,245,0,high,high
u000581,2025-05-28,2,value,web,paid_social,2026-01-30,4.813253588516747,1794.0,6,PLN_BASIC,cancelled,2025-12-31,2025-06-04,Basic,299.0,low,247,0,low,low
u000582,2025-11-30,3,premium,mobile,organic,2026-01-30,26.816666666666666,799.0,1,PLN_PREM,active,2026-01-30,2025-12-03,Premium,799.0,high,61,0,high,high
u000583,2025-05-31,2,value,web,search,2026-01-30,7.114218009478672,2392.0,8,PLN_BASIC,active,2026-01-30,2025-06-01,Basic,299.0,low,244,0,low,low
u000584,2025-05-18,1,regular,mobile,paid_social,2026-01-30,0.0,299.0,1,PLN_BASIC,cancelled,2025-06-21,2025-05-22,Basic,299.0,low,257,0,low,low
u000585,2025-08-14,1,regular,web,paid_social,2026-01-30,15.511017964071858,1495.0,5,PLN_BASIC,active,2026-01-30,2025-08-17,Basic,299.0,low,169,0,medium,low
u000586,2025-12-23,1,value,web,referral,2026-01-30,6.303421052631579,299.0,1,PLN_BASIC,cancelled,2026-01-24,2025-12-25,Basic,299.0,low,38,0,low,low
u000587,2025-10-25,1,value,web,search,2026-01-30,8.699591836734694,598.0,2,PLN_BASIC,active,2026-01-30,2025-10-31,Basic,299.0,low,97,0,medium,low
u000588,2025-05-29,2,value,mobile,search,2026-01-30,6.0054589371980684,1495.0,5,PLN_BASIC,expired,2025-11-30,2025-06-03,Basic,299.0,low,246,0,low,low
u000589,2025-12-01,3,regular,mobile,search,2026-01-30,6.598360655737705,0.0,0,PLN_STD,expired,2026-01-07,2025-12-08,Standard,499.0,mid,60,0,low,mid
u000590,2025-12-02,2,regular,mobile,organic,2026-01-30,17.57283333333333,799.0,1,PLN_PREM,active,2026-01-30,2025-12-03,Premium,799.0,high,59,0,high,high
u000591,2025-11-21,1,value,mobile,organic,2026-01-30,6.047605633802817,598.0,2,PLN_BASIC,active,2026-01-30,2025-11-27,Basic,299.0,low,70,0,low,low
u000592,2025-12-17,2,value,mobile,organic,2026-01-30,4.2348888888888885,299.0,1,PLN_BASIC,active,2026-01-30,2025-12-17,Basic,299.0,low,44,0,low,low
u000593,2025-07-04,1,regular,mobile,referral,2026-01-30,19.843155339805826,1794.0,6,PLN_BASIC,active,2026-01-30,2025-07-05,Basic,299.0,low,210,0,high,low
u000594,2026-01-05,3,value,web,organic,2026-01-30,4.620384615384615,299.0,1,PLN_BASIC,cancelled,2026-01-30,2026-01-08,Basic,299.0,low,25,0,low,low
u000595,2025-07-24,1,regular,mobile,paid_social,2026-01-30,15.412043010752688,2994.0,6,PLN_STD,active,2026-01-30,2025-07-24,Standard,499.0,mid,190,0,medium,mid
u000596,2025-11-22,2,premium,unknown,search,2026-01-30,27.48121212121212,1598.0,2,PLN_PREM,active,2026-01-30,2025-11-26,Premium,799.0,high,69,0,high,high
u000597,2025-09-27,2,regular,web,search,2026-01-30,7.171279999999999,799.0,1,PLN_PREM,expired,2025-12-03,2025-10-04,Premium,799.0,high,125,0,low,high
u000598,2025-11-16,2,premium,web,referral,2026-01-30,31.895217391304346,1598.0,2,PLN_PREM,active,2026-01-30,2025-11-17,Premium,799.0,high,75,0,high,high
u000599,2025-10-09,2,regular,web,paid_social,2026-01-30,13.101517857142856,998.0,2,PLN_STD,cancelled,2026-01-07,2025-10-09,Standard,499.0,mid,113,0,medium,mid
u000600,2025-10-13,3,regular,mobile,organic,2026-01-30,20.849166666666665,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-18,Basic,299.0,low,109,0,high,low
u000601,2025-10-06,1,value,mobile,paid_social,2026-01-30,10.543304347826087,1497.0,3,PLN_STD,active,2026-01-30,2025-10-12,Standard,499.0,mid,116,0,medium,mid
u000602,2025-11-16,3,value,web,search,2026-01-30,9.3728,998.0,2,PLN_STD,active,2026-01-30,2025-11-23,Standard,499.0,mid,75,0,medium,mid
u000603,2025-11-06,2,regular,mobile,search,2026-01-30,14.717023809523809,598.0,2,PLN_BASIC,active,2026-01-30,2025-11-09,Basic,299.0,low,85,0,medium,low
u000604,2025-06-07,3,value,web,paid_social,2026-01-30,7.750947867298579,1794.0,6,PLN_BASIC,cancelled,2025-12-05,2025-06-08,Basic,299.0,low,237,0,low,low
u000605,2025-11-28,3,premium,web,paid_social,2026-01-30,31.617142857142856,799.0,1,PLN_PREM,active,2026-01-30,2025-12-04,Premium,799.0,high,63,0,high,high
u000606,2025-09-16,3,regular,web,organic,2026-01-30,17.686946564885496,1996.0,4,PLN_STD,active,2026-01-30,2025-09-23,Standard,499.0,mid,136,0,high,mid
u000607,2025-07-25,1,premium,web,email,2026-01-30,26.47435754189944,4794.0,6,PLN_PREM,active,2026-01-30,2025-07-28,Premium,799.0,high,189,0,high,high
u000608,2025-09-11,2,value,web,paid_social,2026-01-30,9.432112676056338,1196.0,4,PLN_BASIC,active,2026-01-30,2025-09-16,Basic,299.0,low,141,0,medium,low
u000609,2026-01-02,2,regular,web,paid_social,2026-01-30,11.308928571428572,499.0,1,PLN_STD,cancelled,2026-01-30,2026-01-03,Standard,499.0,mid,28,0,medium,mid
u000610,2025-12-06,2,regular,web,organic,2026-01-30,19.03875,0.0,0,PLN_STD,active,2026-01-30,2025-12-09,Standard,499.0,mid,55,0,high,mid
u000611,2025-11-30,2,value,web,organic,2026-01-30,9.401129032258064,299.0,1,PLN_BASIC,active,2026-01-30,2025-12-03,Basic,299.0,low,61,0,medium,low
u000612,2025-08-29,3,regular,mobile,search,2026-01-30,11.820522875816993,1996.0,4,PLN_STD,cancelled,2026-01-02,2025-09-04,Standard,499.0,mid,154,0,medium,mid
u000613,2025-11-17,3,regular,web,paid_social,2026-01-30,6.0793333333333335,0.0,0,PLN_BASIC,expired,2025-12-24,2025-11-24,Basic,299.0,low,74,0,low,low
u000614,2025-08-09,2,premium,web,search,2026-01-30,24.430245398773007,3995.0,5,PLN_PREM,active,2026-01-30,2025-08-09,Premium,799.0,high,174,0,high,high
u000615,2025-10-24,2,regular,web,paid_social,2026-01-30,10.253402061855668,998.0,2,PLN_STD,cancelled,2025-12-30,2025-10-31,Standard,499.0,mid,98,0,medium,mid
u000616,2025-10-12,3,value,web,organic,2026-01-30,7.815137614678899,1497.0,3,PLN_STD,cancelled,2026-01-16,2025-10-18,Standard,499.0,mid,110,0,low,mid
u000617,2025-07-06,3,regular,web,paid_social,2026-01-30,9.38623188405797,1497.0,3,PLN_STD,expired,2025-11-08,2025-07-11,Standard,499.0,mid,208,0,medium,mid
u000618,2025-07-10,1,regular,web,referral,2026-01-30,17.02631313131313,1794.0,6,PLN_BASIC,active,2026-01-30,2025-07-15,Basic,299.0,low,204,0,high,low
u000619,2025-05-20,2,value,mobile,paid_social,2026-01-30,8.175687203791469,2392.0,8,PLN_BASIC,cancelled,2026-01-19,2025-05-24,Basic,299.0,low,255,0,low,low
u000620,2025-06-09,3,regular,mobile,paid_social,2026-01-30,17.765652173913043,3493.0,7,PLN_STD,active,2026-01-30,2025-06-11,Standard,499.0,mid,235,0,high,mid
u000621,2025-08-21,2,value,mobile,referral,2026-01-30,8.6536875,1495.0,5,PLN_BASIC,active,2026-01-30,2025-08-27,Basic,299.0,low,162,0,medium,low
u000622,2025-09-01,2,value,mobile,organic,2026-01-30,3.033046357615894,897.0,3,PLN_BASIC,cancelled,2025-12-01,2025-09-02,Basic,299.0,low,151,0,low,low
u000623,2025-06-15,3,regular,web,paid_social,2026-01-30,17.20263157894737,3493.0,7,PLN_STD,active,2026-01-30,2025-06-18,Standard,499.0,mid,229,0,high,mid
u000624,2025-08-17,3,value,web,email,2026-01-30,8.700060975609755,2495.0,5,PLN_STD,active,2026-01-30,2025-08-18,Standard,499.0,mid,166,0,medium,mid
u000625,2025-10-03,3,regular,web,search,2026-01-30,17.25805084745763,1497.0,3,PLN_STD,active,2026-01-30,2025-10-05,Standard,499.0,mid,119,0,high,mid
u000626,2025-07-02,3,value,web,organic,2026-01-30,8.792583732057416,1495.0,5,PLN_BASIC,active,2026-01-30,2025-07-09,Basic,299.0,low,212,0,medium,low
u000627,2025-07-28,2,regular,web,email,2026-01-30,3.0382258064516128,799.0,1,PLN_PREM,cancelled,2025-09-01,2025-08-02,Premium,799.0,high,186,0,low,high
u000628,2025-08-05,2,value,web,organic,2026-01-30,1.2825280898876403,299.0,1,PLN_BASIC,cancelled,2025-09-10,2025-08-11,Basic,299.0,low,178,0,low,low
u000629,2025-09-08,2,premium,mobile,organic,2026-01-30,24.739037037037036,1996.0,4,PLN_STD,active,2026-01-30,2025-09-08,Standard,499.0,mid,144,0,high,mid
u000630,2025-08-04,2,value,web,organic,2026-01-30,3.3218435754189946,998.0,2,PLN_STD,cancelled,2025-10-06,2025-08-07,Standard,499.0,mid,179,0,low,mid
u000631,2025-11-05,2,regular,web,search,2026-01-30,17.61670731707317,598.0,2,PLN_BASIC,active,2026-01-30,2025-11-05,Basic,299.0,low,86,0,high,low
u000632,2025-07-26,2,value,mobile,search,2026-01-30,9.901428571428571,1794.0,6,PLN_BASIC,cancelled,2026-01-22,2025-07-26,Basic,299.0,low,188,0,medium,low
u000633,2025-08-21,2,value,web,search,2026-01-30,2.107375,499.0,1,PLN_STD,cancelled,2025-09-20,2025-08-21,Standard,499.0,mid,162,0,low,mid
u000634,2025-08-08,2,regular,mobile,email,2026-01-30,10.186857142857143,897.0,3,PLN_BASIC,expired,2025-12-08,2025-08-10,Basic,299.0,low,175,0,medium,low
u000635,2025-06-19,2,regular,mobile,search,2026-01-30,15.82267942583732,2093.0,7,PLN_BASIC,active,2026-01-30,2025-06-19,Basic,299.0,low,225,0,medium,low
u000636,2025-10-24,2,premium,mobile,search,2026-01-30,26.144787234042553,1497.0,3,PLN_STD,active,2026-01-30,2025-10-24,Standard,499.0,mid,98,0,high,mid
u000637,2025-07-03,1,value,web,referral,2026-01-30,8.264057971014493,1794.0,6,PLN_BASIC,active,2026-01-30,2025-07-05,Basic,299.0,low,211,0,low,low
u000638,2025-07-18,1,value,web,referral,2026-01-30,9.457371134020619,2994.0,6,PLN_STD,active,2026-01-30,2025-07-21,Standard,499.0,mid,196,0,medium,mid
u000639,2025-11-19,3,regular,mobile,organic,2026-01-30,12.789855072463768,998.0,2,PLN_STD,cancelled,2026-01-18,2025-11-19,Standard,499.0,mid,72,0,medium,mid
u000640,2025-12-29,2,regular,mobile,organic,2026-01-30,18.684242424242424,499.0,1,PLN_STD,active,2026-01-30,2025-12-31,Standard,499.0,mid,32,0,high,mid
u000641,2025-10-20,1,value,mobile,paid_social,2026-01-30,6.926930693069307,1497.0,3,PLN_STD,active,2026-01-30,2025-10-23,Standard,499.0,mid,102,0,low,mid
u000642,2025-12-21,3,regular,web,referral,2026-01-30,15.323658536585365,799.0,1,PLN_PREM,active,2026-01-30,2025-12-21,Premium,799.0,high,40,0,medium,high
u000643,2025-12-05,2,regular,web,search,2026-01-30,10.458545454545455,499.0,1,PLN_STD,active,2026-01-30,2025-12-10,Standard,499.0,mid,56,0,medium,mid
u000644,2025-09-02,1,regular,web,organic,2026-01-30,18.56408163265306,1996.0,4,PLN_STD,active,2026-01-30,2025-09-03,Standard,499.0,mid,150,0,high,mid
u000645,2025-11-14,2,value,web,paid_social,2026-01-30,8.052368421052632,598.0,2,PLN_BASIC,active,2026-01-30,2025-11-15,Basic,299.0,low,77,0,low,low
u000646,2025-07-26,1,regular,web,paid_social,2026-01-30,16.826612021857922,2994.0,6,PLN_STD,active,2026-01-30,2025-07-31,Standard,499.0,mid,188,0,high,mid
u000647,2025-08-28,2,value,mobile,search,2026-01-30,6.697597402597403,1495.0,5,PLN_BASIC,cancelled,2026-01-29,2025-09-01,Basic,299.0,low,155,0,low,low
u000648,2025-09-16,2,regular,web,referral,2026-01-30,9.957851851851851,998.0,2,PLN_STD,expired,2025-12-21,2025-09-22,Standard,499.0,mid,136,0,medium,mid
u000649,2026-01-01,1,value,mobile,referral,2026-01-30,11.229000000000001,299.0,1,PLN_BASIC,active,2026-01-30,2026-01-06,Basic,299.0,low,29,0,medium,low
u000650,2025-12-03,1,regular,mobile,paid_social,2026-01-30,16.510172413793104,0.0,0,PLN_STD,active,2026-01-30,2025-12-07,Standard,499.0,mid,58,0,high,mid
u000651,2025-09-04,2,regular,web,paid_social,2026-01-30,16.103904109589042,1196.0,4,PLN_BASIC,active,2026-01-30,2025-09-09,Basic,299.0,low,148,0,medium,low
u000652,2025-10-15,1,regular,web,paid_social,2026-01-30,7.139523809523809,598.0,2,PLN_BASIC,cancelled,2025-12-14,2025-10-15,Basic,299.0,low,107,0,low,low
u000653,2025-06-24,3,value,mobile,search,2026-01-30,0.8735071090047394,499.0,1,PLN_STD,expired,2025-08-23,2025-06-24,Standard,499.0,mid,220,0,low,mid
u000654,2025-11-22,1,value,web,search,2026-01-30,10.727285714285713,998.0,2,PLN_STD,active,2026-01-30,2025-11-22,Standard,499.0,mid,69,0,medium,mid
u000655,2025-09-20,2,regular,web,paid_social,2026-01-30,19.52992424242424,1196.0,4,PLN_BASIC,active,2026-01-30,2025-09-21,Basic,299.0,low,132,0,high,low
u000656,2025-09-15,2,regular,mobile,paid_social,2026-01-30,19.14822222222222,1196.0,4,PLN_BASIC,active,2026-01-30,2025-09-19,Basic,299.0,low,137,0,high,low
u000657,2025-11-13,2,premium,mobile,search,2026-01-30,9.544102564102564,799.0,1,PLN_PREM,cancelled,2025-12-16,2025-11-16,Premium,799.0,high,78,0,medium,high
u000658,2025-10-10,1,value,mobile,organic,2026-01-30,7.019553571428572,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-15,Basic,299.0,low,112,0,low,low
u000659,2025-05-23,3,premium,mobile,paid_social,2026-01-30,22.42161616161616,3992.0,8,PLN_STD,active,2026-01-30,2025-05-30,Standard,499.0,mid,252,0,high,mid
u000660,2025-07-16,3,value,web,paid_social,2026-01-30,8.31010152284264,1794.0,6,PLN_BASIC,active,2026-01-30,2025-07-21,Basic,299.0,low,198,0,low,low
u000661,2025-06-18,1,value,mobile,search,2026-01-30,6.498357487922705,2093.0,7,PLN_BASIC,active,2026-01-30,2025-06-19,Basic,299.0,low,226,0,low,low
u000662,2025-11-05,1,value,mobile,search,2026-01-30,5.504705882352941,598.0,2,PLN_BASIC,cancelled,2026-01-11,2025-11-12,Basic,299.0,low,86,0,low,low
u000663,2025-05-13,3,regular,mobile,organic,2026-01-30,17.04357487922705,2392.0,8,PLN_BASIC,active,2026-01-30,2025-05-20,Basic,299.0,low,262,0,high,low
u000664,2025-06-24,2,value,mobile,email,2026-01-30,7.488995215311005,3493.0,7,PLN_STD,active,2026-01-30,2025-06-28,Standard,499.0,mid,220,0,low,mid
u000665,2025-10-01,1,value,mobile,referral,2026-01-30,9.50801652892562,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-05,Basic,299.0,low,121,0,medium,low
u000666,2025-10-26,1,regular,mobile,search,2026-01-30,17.70691489361702,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-26,Basic,299.0,low,96,0,high,low
u000667,2025-09-08,2,regular,web,search,2026-01-30,15.057517730496455,1196.0,4,PLN_BASIC,active,2026-01-30,2025-09-08,Basic,299.0,low,144,0,medium,low
u000668,2025-12-07,2,value,mobile,paid_social,2026-01-30,11.515471698113208,299.0,1,PLN_BASIC,active,2026-01-30,2025-12-08,Basic,299.0,low,54,0,medium,low
u000669,2025-12-21,2,value,web,search,2026-01-30,4.837317073170731,299.0,1,PLN_BASIC,active,2026-01-30,2025-12-28,Basic,299.0,low,40,0,low,low
u000670,2025-06-07,3,regular,mobile,email,2026-01-30,19.061469194312796,3493.0,7,PLN_STD,active,2026-01-30,2025-06-11,Standard,499.0,mid,237,0,high,mid
u000671,2025-12-30,2,value,mobile,organic,2026-01-30,3.535,0.0,0,PLN_BASIC,cancelled,2026-01-30,2026-01-03,Basic,299.0,low,31,0,low,low
u000672,2025-10-06,2,value,mobile,organic,2026-01-30,5.951637931034482,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-09,Basic,299.0,low,116,0,low,low
