user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel
U000647,2025-08-28,2,value,mobile,search
U000648,2025-09-16,2,regular,web,referral
U000649,2026-01-01,1,value,mobile,referral
U000650,2025-12-03,1,regular,mobile,paid_social
U000651,2025-09-04,2,regular,web,paid_social
U000652,2025-10-15,1,regular,web,paid_social
U000653,2025-06-24,3,value,mobile,search
U000654,2025-11-22,1,value,web,search
U000655,2025-09-20,2,regular,web,paid_social
U000656,2025-09-15,2,regular,mobile,paid_social
U000657,2025-11-13,2,premium,mobile,search
U000658,2025-10-10,1,value,mobile,organic
U000659,2025-05-23,3,premium,mobile,paid_social
U000660,2025-07-16,3,value,web,paid_social
U000661,2025-06-18,1,value,mobile,search
U000662,2025-11-05,1,value,mobile,search
U000663,2025-05-13,3,regular,mobile,organic
U000664,2025-06-24,2,value,mobile,email
U000665,2025-10-01,1,value,mobile,referral
U000666,2025-10-26,1,regular,mobile,search
U000667,2025-09-08,2,regular,web,search
U000668,2025-12-07,2,value,mobile,paid_social
U000669,2025-12-21,2,value,web,search
U000670,2025-06-07,3,regular,mobile,email
U000671,2025-12-30,2,value,mobile,organic
U000672,2025-10-06,2,value,mobile,organic
U000673,2025-10-11,2,regular,,search
U000674,2025-05-28,2,value,web,organic
U000675,2025-10-08,1,regular,web,paid_social
U000676,2025-11-03,1,value,web,referral
U000677,2025-09-27,2,value,web,organic
U000678,2025-05-26,2,value,mobile,search
U000679,2025-09-13,1,value,web,paid_social
U000680,2025-12-25,2,value,mobile,referral
U000681,2025-11-02,2,value,web,search
U000682,2025-06-08,2,premium,mobile,organic
U000683,2025-12-31,3,regular,mobile,paid_social
U000684,2025-12-31,3,value,mobile,search
U000685,2025-06-16,2,regular,mobile,paid_social
U000686,2025-11-22,1,regular,mobile,search
U000687,2025-08-15,2,regular,mobile,organic
U000688,2025-10-01,2,value,mobile,paid_social
U000689,2025-08-24,1,value,web,search
U000690,2025-11-17,1,value,web,organic
U000691,2026-01-10,1,value,mobile,search
U000692,2025-11-20,2,value,web,email
U000693,2025-12-24,2,premium,web,paid_social
U000694,2025-12-28,1,premium,mobile,organic
U000695,2025-05-27,3,value,web,paid_social
U000696,2025-07-07,3,regular,mobile,organic
U000697,2025-11-02,1,regular,mobile,search
U000698,2025-09-30,3,regular,mobile,search
U000699,2025-05-17,1,regular,mobile,organic
U000700,2025-05-28,3,value,mobile,search
U000701,2025-09-12,3,regular,mobile,email
U000702,2025-10-06,1,premium,mobile,organic
U000703,2025-06-16,3,regular,web,referral
U000704,2025-06-16,3,regular,mobile,paid_social
U000705,2025-06-06,3,regular,mobile,search
U000706,2025-09-23,3,value,web,organic
U000707,2025-05-06,2,value,web,organic
U000708,2025-09-25,1,regular,mobile,organic
U000709,2025-09-01,3,value,web,paid_social
U000710,2025-08-29,2,regular,mobile,email
U000711,2025-10-22,2,regular,web,referral
U000712,2025-09-13,2,regular,web,organic
U000713,2025-11-03,2,value,mobile,organic
U000714,2025-11-12,1,premium,web,organic
U000715,2025-12-21,2,value,web,email
U000716,2025-11-21,1,value,mobile,organic
U000717,2025-09-11,2,value,web,organic
U000718,2025-09-05,3,regular,web,paid_social
U000719,2025-07-03,2,premium,mobile,search
U000720,2025-10-02,2,value,mobile,organic
U000721,2025-06-08,2,premium,mobile,paid_social
U000722,2025-12-24,3,value,web,organic
U000723,2025-12-03,2,regular,web,organic
U000724,2025-06-04,2,value,mobile,organic
U000725,2025-11-18,1,regular,mobile,search
U000726,2025-06-03,1,regular,web,email
U000727,2025-11-02,2,regular,mobile,search
U000728,2025-05-27,3,value,web,paid_social
U000729,2025-09-04,2,regular,mobile,organic
U000730,2025-10-17,1,premium,mobile,paid_social
U000731,2025-11-03,3,regular,mobile,email
U000732,2025-08-18,2,regular,mobile,search
U000733,2025-12-22,3,regular,web,email
U000734,2025-11-15,1,value,mobile,paid_social
U000735,2025-06-26,2,premium,web,paid_social
U000736,2025-10-20,3,value,mobile,organic
U000737,2025-11-04,2,regular,mobile,paid_social
U000738,2025-07-27,2,value,web,search
U000739,2025-11-06,3,value,web,email
U000740,2025-12-16,1,regular,web,email
U000741,2025-11-26,1,regular,web,search
U000742,2025-11-12,2,premium,web,email
U000743,2025-10-11,2,premium,mobile,referral
U000744,2025-07-11,1,value,web,paid_social
U000745,2025-11-20,2,value,mobile,organic
U000746,2025-08-04,3,value,mobile,organic
U000747,2025-09-15,2,regular,mobile,organic
U000748,2025-07-22,2,regular,web,organic
U000749,2025-07-22,3,premium,mobile,email
U000750,2025-06-13,2,regular,mobile,organic
U000751,2026-01-01,3,value,mobile,paid_social
U000752,2025-06-11,2,regular,mobile,paid_social
U000753,2025-05-26,3,regular,mobile,paid_social
U000754,2025-12-25,2,regular,web,organic
U000755,2025-09-21,1,value,mobile,search
U000756,2025-08-22,3,regular,web,paid_social
U000757,2025-11-06,2,regular,mobile,search
U000758,2025-08-09,1,value,web,organic
U000759,2025-06-06,1,regular,web,paid_social
U000760,2025-11-04,2,value,web,organic
U000761,2025-06-18,1,regular,web,paid_social
U000762,2025-09-20,2,regular,mobile,search
U000763,2025-12-29,1,premium,web,organic
U000764,2025-12-25,2,value,mobile,referral
U000765,2025-08-03,2,value,web,organic
U000766,2025-11-16,2,value,mobile,email
U000767,2025-10-05,2,regular,web,referral
U000768,2025-09-02,1,value,web,search
U000769,2025-06-09,2,regular,web,organic
U000770,2025-08-07,2,value,mobile,organic
U000771,2025-10-15,2,value,mobile,email
U000772,2026-01-07,1,regular,mobile,paid_social
U000773,2025-05-06,1,regular,web,organic
U000774,2025-11-01,1,premium,web,search
U000775,2025-12-03,2,regular,web,organic
U000776,2025-12-29,2,regular,web,search
U000777,2025-08-19,3,regular,mobile,search
U000778,2025-06-03,2,regular,web,organic
U000779,2025-07-12,2,value,mobile,referral
U000780,2025-12-04,2,regular,mobile,organic
U000781,2025-12-11,1,regular,web,search
U000782,2025-10-11,2,value,web,paid_social
U000783,2025-06-04,2,regular,web,email
U000784,2025-06-04,2,regular,web,search
U000785,2025-09-02,1,regular,web,email
U000786,2025-09-29,3,value,mobile,search
U000787,2025-05-13,3,regular,web,referral
U000788,2025-10-24,1,premium,mobile,organic
U000789,2025-09-18,2,value,mobile,paid_social
U000790,2025-05-08,3,value,mobile,organic
U000791,2025-05-29,2,value,mobile,email
U000792,2025-08-27,3,value,web,email
U000793,2025-11-02,2,premium,web,search
U000794,2025-11-28,3,regular,web,search
U000795,2025-08-21,3,value,mobile,paid_social
U000796,2025-07-18,1,value,mobile,organic
U000797,2026-01-03,2,premium,web,paid_social
U000798,2025-08-28,2,value,web,paid_social
U000799,2025-07-23,1,regular,web,search
U000800,2025-08-24,2,value,web,organic
U000801,2025-05-08,3,value,mobile,email
U000802,2025-07-19,1,regular,web,organic
U000803,2025-09-11,2,value,web,paid_social
U000804,2025-12-21,3,regular,web,organic
U000805,2025-11-06,2,value,web,organic
U000806,2025-11-17,2,regular,web,organic
U000807,2025-09-18,3,regular,mobile,search
U000808,2025-06-01,2,regular,web,paid_social
U000809,2025-08-11,1,value,mobile,search
U000810,2026-01-10,1,regular,web,paid_social
U000811,2025-05-16,3,premium,web,paid_social
U000812,2025-12-11,2,value,web,organic
U000813,2025-10-23,2,value,web,organic
U000814,2025-07-15,1,regular,web,paid_social
U000815,2025-11-16,2,value,,paid_social
U000816,2025-12-01,3,regular,mobile,search
U000817,2025-05-15,2,regular,mobile,organic
U000818,2025-05-31,3,value,mobile,referral
U000819,2025-10-19,2,regular,web,organic
U000820,2026-01-10,2,regular,mobile,paid_social
U000821,2025-05-11,3,value,mobile,organic
U000822,2025-10-19,2,premium,web,paid_social
U000823,2025-06-08,2,value,web,search
U000824,2025-10-15,3,value,web,paid_social
U000825,2025-10-08,2,regular,mobile,organic
U000826,2025-05-27,2,value,web,search
U000827,2025-10-22,3,regular,web,organic
U000828,2025-12-16,1,value,mobile,paid_social
U000829,2025-12-07,2,regular,web,organic
U000830,2025-05-12,1,value,mobile,organic
U000831,2025-07-05,2,regular,mobile,paid_social
U000832,2025-07-04,1,regular,mobile,organic
U000833,2025-08-26,2,regular,mobile,organic
U000834,2025-06-09,1,premium,web,referral
U000835,2025-12-05,2,regular,mobile,referral
U000836,2025-11-15,2,regular,mobile,referral
U000837,2025-11-23,2,regular,mobile,organic
U000838,2025-06-23,2,premium,web,search
U000839,2025-05-08,2,regular,web,paid_social
U000840,2025-12-19,2,premium,web,organic
U000841,2025-07-16,2,value,web,paid_social
U000842,2025-10-16,3,regular,mobile,organic
U000843,2025-12-19,2,regular,mobile,email
U000844,2025-05-14,1,value,mobile,paid_social
U000845,2025-05-06,3,value,mobile,search
U000846,2025-05-06,2,premium,web,search
U000847,2025-06-13,1,regular,web,organic
U000848,2025-05-17,2,value,web,search
U000849,2025-11-26,1,value,web,paid_social
U000850,2025-10-04,1,regular,web,search
U000851,2026-01-05,2,regular,web,search
U000852,2025-11-22,1,premium,web,organic
U000853,2026-01-01,3,premium,mobile,paid_social
U000854,2025-07-03,3,regular,web,search
U000855,2025-07-16,2,regular,web,organic
U000856,2025-12-04,2,value,web,email
U000857,2025-07-05,2,premium,mobile,search
U000858,2025-05-19,3,value,mobile,search
U000859,2025-10-19,2,value,web,email
U000860,2025-11-22,1,premium,web,search
U000861,2026-01-03,2,premium,mobile,email
U000862,2025-12-23,2,value,mobile,paid_social
U000863,2025-06-04,1,regular,mobile,paid_social
U000864,2025-11-14,2,regular,web,organic
U000865,2025-12-03,1,value,mobile,organic
U000866,2025-10-27,3,value,mobile,search
U000867,2025-11-26,2,value,web,organic
U000868,2025-12-01,1,regular,mobile,organic
U000869,2025-08-25,1,regular,web,paid_social
U000870,2025-05-15,1,regular,mobile,paid_social
U000871,2025-08-27,2,value,web,organic
U000872,2025-06-24,1,premium,web,paid_social
U000873,2025-06-02,2,regular,mobile,email
U000874,2025-06-05,1,premium,mobile,paid_social
U000875,2025-10-27,2,value,web,referral
U000876,2025-09-08,2,regular,mobile,paid_social
U000877,2025-09-17,2,regular,web,organic
U000878,2025-11-08,2,value,web,search
U000879,2025-09-19,1,value,mobile,email
U000880,2025-10-10,1,value,web,paid_social
U000881,2025-05-26,1,value,web,referral
U000882,2025-12-04,3,regular,,email
U000883,2025-08-25,3,value,web,organic
U000884,2025-06-12,3,value,web,organic
U000885,2025-11-25,2,regular,web,paid_social
U000886,2025-11-05,2,value,mobile,organic
U000887,2025-05-18,2,value,web,search
U000888,2025-06-22,3,regular,web,referral
U000889,2025-05-08,3,value,mobile,paid_social
U000890,2025-07-11,3,value,web,organic
U000891,2025-05-30,3,value,web,paid_social
U000892,2025-10-30,2,value,mobile,organic
U000893,2025-09-13,3,regular,mobile,referral
U000894,2026-01-06,3,value,web,organic
U000895,2025-11-09,2,value,mobile,referral
U000896,2025-10-05,3,premium,mobile,search
U000897,2025-09-09,1,premium,web,search
U000898,2025-05-18,3,value,mobile,search
U000899,2025-05-22,3,value,mobile,organic
U000900,2025-10-06,1,regular,mobile,search
U000901,2025-05-06,2,regular,mobile,referral
U000902,2025-05-15,1,regular,mobile,referral
U000903,2025-06-29,3,value,mobile,organic
U000904,2025-12-12,3,value,mobile,paid_social
U000905,2025-08-28,2,regular,mobile,referral
U000906,2025-10-30,3,premium,mobile,referral
U000907,2025-08-16,1,premium,mobile,search
U000908,2025-06-17,2,value,mobile,organic
U000909,2025-08-06,2,regular,web,email
U000910,2025-05-28,1,value,web,search
U000911,2025-11-14,2,regular,mobile,search
U000912,2025-06-20,2,premium,web,paid_social
U000913,2025-08-07,2,regular,mobile,organic
U000914,2026-01-05,2,value,mobile,referral
U000915,2025-09-30,3,regular,mobile,organic
U000916,2025-08-28,2,regular,web,paid_social
U000917,2025-09-18,3,regular,mobile,email
U000918,2025-11-17,2,value,web,email
U000919,2025-07-07,2,premium,web,email
U000920,2025-10-11,2,value,web,referral
U000921,2025-12-10,2,value,web,organic
U000922,2025-09-25,2,value,web,email
U000923,2025-08-25,2,value,mobile,email
U000924,2025-06-10,1,value,mobile,search
U000925,2025-07-06,2,regular,web,search
U000926,2025-12-28,2,value,web,organic
U000927,2025-09-17,2,value,web,paid_social
U000928,2025-07-19,3,value,mobile,paid_social
U000929,2025-08-18,2,value,mobile,search
U000930,2025-09-27,3,premium,web,search
U000931,2025-09-16,3,premium,web,search
U000932,2025-10-27,3,value,web,organic
U000933,2025-07-08,3,regular,mobile,email
U000934,2025-10-14,1,regular,web,organic
U000935,2025-08-24,2,premium,web,organic
U000936,2025-12-27,1,value,web,organic
U000937,2025-06-13,3,value,web,referral
U000938,2025-06-11,2,regular,web,referral
U000939,2025-08-28,2,premium,web,organic
U000940,2025-09-09,3,regular,mobile,organic
U000941,2025-10-25,1,regular,web,search
U000942,2025-08-14,2,value,web,organic
U000943,2025-12-20,2,regular,mobile,paid_social
U000944,2025-09-01,1,premium,web,organic
U000945,2025-06-06,2,regular,mobile,search
U000946,2025-06-03,3,regular,mobile,search
U000947,2026-01-04,1,regular,web,search
U000948,2025-06-07,2,regular,mobile,search
U000949,2025-12-28,2,regular,mobile,organic
U000950,2025-07-13,2,regular,mobile,organic
U000951,2025-05-28,1,premium,web,organic
U000952,2025-07-20,3,regular,web,organic
U000953,2025-10-06,3,value,web,email
U000954,2025-08-20,1,value,mobile,organic
U000955,2025-11-18,2,value,mobile,organic
U000956,2025-10-05,2,value,web,organic
U000957,2025-08-13,2,value,web,paid_social
U000958,2025-10-11,2,regular,web,email
U000959,2026-01-03,1,value,web,referral
U000960,2025-08-16,1,value,mobile,paid_social
U000961,2025-06-12,3,regular,web,referral
U000962,2025-08-15,2,value,mobile,search
U000963,2025-12-01,3,regular,mobile,referral
U000964,2025-06-28,2,premium,mobile,referral
U000965,2025-12-29,3,regular,mobile,organic
U000966,2025-09-29,1,value,web,search
U000967,2025-10-02,1,value,mobile,organic
U000968,2025-07-23,3,regular,mobile,organic
U000969,2025-12-22,3,regular,web,referral
U000970,2025-05-14,2,value,web,organic
U000971,2025-07-18,2,regular,web,paid_social
U000972,2025-08-18,2,regular,web,email
U000973,2025-09-01,2,value,web,search
U000974,2025-09-01,1,regular,web,search
U000975,2025-06-11,3,value,mobile,paid_social
U000976,2025-06-30,2,value,web,referral
U000977,2025-05-28,2,regular,web,organic
U000978,2025-09-25,1,value,web,organic
U000979,2025-08-01,1,regular,web,paid_social
U000980,2025-09-24,2,regular,mobile,email
U000981,2025-09-30,2,value,web,organic
U000982,2025-10-28,2,premium,web,search
U000983,2025-09-19,1,value,web,email
U000984,2025-10-14,3,value,web,organic
U000985,2025-09-29,2,premium,mobile,organic
U000986,2025-10-15,3,regular,mobile,paid_social
U000987,2025-10-06,1,regular,web,organic
U000988,2025-07-23,2,value,mobile,organic
U000989,2025-07-05,2,value,web,paid_social
U000990,2025-11-18,2,regular,mobile,paid_social
U000991,2025-07-30,2,value,mobile,search
U000992,2025-09-19,1,value,web,search
U000993,2025-06-23,2,regular,mobile,search
U000994,2025-08-21,2,value,mobile,paid_social
U000995,2025-09-14,2,value,web,referral
U000996,2025-10-09,1,value,mobile,referral
U000997,2025-09-14,2,regular,mobile,paid_social
U000998,2025-08-03,2,regular,web,referral
U000999,2026-01-01,2,premium,mobile,referral
U001000,2025-09-10,2,value,mobile,organic
U001001,2025-11-23,2,value,web,email
U001002,2025-11-05,3,regular,web,referral
U001003,2025-09-22,2,value,mobile,organic
U001004,2025-12-13,2,regular,mobile,organic
U001005,2025-06-06,3,premium,web,paid_social
U001006,2025-12-22,2,regular,web,search
U001007,2025-12-04,3,regular,web,paid_social
U001008,2025-09-08,3,premium,mobile,search
U001009,2025-11-05,1,value,mobile,organic
U001010,2025-09-12,2,premium,web,organic
U001011,2025-07-11,2,regular,mobile,referral
U001012,2025-11-21,3,regular,mobile,organic
U001013,2025-07-05,2,premium,web,paid_social
U001014,2025-07-22,1,regular,web,organic
U001015,2025-09-12,2,regular,mobile,search
U001016,2025-12-01,1,value,web,search
U001017,2025-08-09,3,regular,web,organic
U001018,2025-09-06,2,regular,mobile,paid_social
U001019,2025-05-15,2,value,mobile,paid_social
U001020,2025-06-03,3,regular,web,organic
U001021,2025-05-19,2,regular,mobile,search
U001022,2025-05-23,2,regular,mobile,paid_social
U001023,2025-12-08,3,value,web,paid_social
U001024,2025-12-02,3,regular,web,search
U001025,2025-11-27,3,value,mobile,paid_social
U001026,2025-05-18,1,value,mobile,organic
U001027,2025-05-24,2,regular,web,organic
U001028,2025-07-14,1,value,mobile,paid_social
U001029,2025-09-23,3,value,mobile,paid_social
U001030,2025-07-27,2,regular,mobile,referral
U001031,2025-09-04,2,value,mobile,organic
U001032,2025-06-17,1,premium,web,search
U001033,2025-11-04,2,premium,web,paid_social
U001034,2025-07-22,2,regular,web,organic
U001035,2025-05-21,1,premium,mobile,search
U001036,2025-11-07,1,premium,mobile,paid_social
U001037,2025-12-17,3,value,mobile,organic
U001038,2025-05-08,3,regular,web,search
U001039,2025-08-22,1,value,mobile,organic
U001040,2025-11-28,2,regular,web,email
U001041,2025-10-29,3,regular,web,organic
U001042,2025-12-05,2,value,web,organic
U001043,2025-08-17,2,value,mobile,organic
U001044,2025-08-06,2,premium,web,organic
U001045,2025-10-30,2,value,mobile,organic
U001046,2025-06-12,1,value,mobile,paid_social
U001047,2025-07-04,2,value,mobile,organic
U001048,2025-10-02,1,regular,web,organic
U001049,2025-10-19,1,regular,mobile,organic
U001050,2025-06-04,2,regular,mobile,search
U001051,2025-09-09,3,regular,web,organic
U001052,2025-08-04,3,value,mobile,paid_social
U001053,2025-09-07,2,value,mobile,paid_social
U001054,2025-12-31,2,regular,web,paid_social
U001055,2025-05-24,2,regular,web,organic
U001056,2026-01-09,2,regular,web,referral
U001057,2025-08-25,2,regular,web,paid_social
U001058,2025-11-14,2,regular,mobile,organic
U001059,2025-08-19,2,regular,web,search
U001060,2025-07-22,3,regular,web,paid_social
U001061,2025-11-14,3,regular,web,organic
U001062,2025-10-24,1,regular,web,search
U001063,2025-06-10,2,regular,web,paid_social
U001064,2025-10-29,1,premium,mobile,organic
U001065,2025-11-10,2,regular,web,email
U001066,2025-08-10,2,value,web,organic
U001067,2025-12-23,1,value,mobile,organic
U001068,2025-10-12,3,regular,mobile,organic
U001069,2025-07-27,2,regular,web,search
U001070,2025-05-07,3,regular,web,referral
U001071,2025-10-21,1,regular,web,referral
U001072,2025-06-26,1,value,web,email
U001073,2025-11-10,2,regular,web,search
U001074,2025-09-13,1,regular,mobile,search
U001075,2025-08-30,2,regular,mobile,search
U001076,2025-06-15,3,regular,web,organic
U001077,2025-10-30,1,value,mobile,email
U001078,2025-06-15,1,regular,web,search
U001079,2025-08-17,2,regular,web,search
U001080,2025-11-30,2,premium,web,search
U001081,2025-12-22,2,regular,web,referral
U001082,2026-01-08,2,value,mobile,organic
U001083,2025-12-31,3,regular,web,paid_social
U001084,2025-09-21,1,regular,mobile,paid_social
U001085,2025-06-24,2,value,web,referral
U001086,2025-12-01,2,regular,mobile,organic
U001087,2025-11-22,3,value,mobile,organic
U001088,2026-01-08,2,value,web,search
U001089,2025-10-15,2,value,web,referral
U001090,2025-06-09,1,value,mobile,email
U001091,2025-09-08,1,premium,web,paid_social
U001092,2025-08-25,1,regular,web,organic
U001093,2025-12-02,2,value,mobile,organic
U001094,2025-08-11,2,regular,web,paid_social
U001095,2025-07-26,2,regular,web,organic
U001096,2025-05-25,1,value,web,search
U001097,2025-11-30,3,value,web,referral
U001098,2025-11-10,3,regular,web,search
U001099,2025-05-15,1,value,web,search
U001100,2025-08-21,1,regular,web,organic
U001101,2025-09-02,1,value,web,organic
U001102,2025-08-30,3,regular,web,paid_social
U001103,2025-12-21,1,regular,mobile,search
U001104,2025-06-11,2,value,mobile,organic
U001105,2025-07-20,2,value,web,organic
U001106,2025-06-19,3,premium,web,organic
U001107,2025-07-05,2,regular,mobile,paid_social
U001108,2025-12-18,2,regular,web,paid_social
U001109,2025-12-27,3,value,web,search
U001110,2025-05-16,1,value,mobile,search
U001111,2025-10-10,3,regular,web,organic
U001112,2025-07-02,1,premium,mobile,search
U001113,2025-06-22,2,value,mobile,organic
U001114,2025-07-17,3,regular,mobile,email
U001115,2025-06-22,2,regular,web,organic
U001116,2025-09-05,2,value,web,search
U001117,2026-01-09,2,value,web,organic
U001118,2025-09-29,2,value,mobile,referral
U001119,2025-11-02,2,regular,mobile,organic
U001120,2025-09-05,2,regular,mobile,email
U001121,2025-05-08,2,regular,web,organic
U001122,2025-05-26,2,value,mobile,referral
U001123,2025-07-11,2,regular,web,paid_social
U001124,2025-07-05,2,regular,mobile,organic
U001125,2025-12-01,2,regular,web,organic
U001126,2025-12-02,1,regular,web,search
U001127,2025-12-05,3,value,web,referral
U001128,2025-10-12,2,regular,mobile,referral
U001129,2025-09-21,1,regular,web,organic
U001130,2025-10-14,2,value,web,search
U001131,2025-08-15,3,value,web,organic
U001132,2025-10-20,1,regular,web,organic
U001133,2025-11-20,1,regular,mobile,paid_social
U001134,2025-11-12,1,value,web,search
U001135,2025-10-06,1,premium,web,organic
U001136,2025-05-19,3,regular,mobile,referral
U001137,2025-11-02,3,value,web,paid_social
U001138,2025-08-05,1,regular,web,paid_social
U001139,2025-11-07,2,regular,web,organic
U001140,2025-09-17,1,premium,web,email
U001141,2025-12-12,2,value,web,search
U001142,2025-07-28,3,value,web,search
U001143,2025-12-24,2,regular,web,organic
U001144,2025-12-02,1,value,mobile,referral
U001145,2025-07-27,2,regular,mobile,search
U001146,2025-09-03,3,regular,,referral
U001147,2025-09-15,2,value,web,paid_social
U001148,2025-11-13,1,regular,web,referral
U001149,2025-10-24,1,premium,mobile,paid_social
U001150,2025-12-04,2,regular,mobile,email
U001151,2025-08-05,2,regular,web,organic
U001152,2025-09-08,3,value,web,organic
U001153,2025-08-21,3,value,web,paid_social
U001154,2025-12-19,3,premium,web,search
U001155,2025-07-20,3,regular,web,paid_social
U001156,2025-09-29,1,regular,web,paid_social
U001157,2025-06-04,2,premium,mobile,search
U001158,2025-12-04,2,value,mobile,referral
U001159,2025-08-09,2,regular,mobile,organic
U001160,2025-07-29,3,value,web,referral
U001161,2025-09-28,2,value,mobile,organic
U001162,2025-09-07,3,regular,mobile,paid_social
U001163,2025-12-03,2,regular,web,referral
U001164,2025-09-15,2,premium,mobile,organic
U001165,2025-09-11,2,value,mobile,organic
U001166,2025-05-31,1,regular,mobile,organic
U001167,2025-05-10,1,regular,web,search
U001168,2025-08-13,2,regular,mobile,search
U001169,2026-01-10,1,premium,web,organic
U001170,2025-12-21,3,regular,web,referral
U001171,2025-10-09,1,regular,,organic
U001172,2025-10-10,1,value,web,search
U001173,2025-08-11,3,value,web,paid_social
U001174,2025-06-18,1,premium,web,organic
U001175,2025-05-07,3,regular,mobile,organic
U001176,2025-07-29,2,value,web,email
U001177,2025-07-23,1,value,mobile,paid_social
U001178,2025-06-22,2,regular,web,organic
U001179,2025-07-09,2,regular,,referral
U001180,2025-05-11,3,value,mobile,search
U001181,2025-10-04,3,regular,mobile,organic
U001182,2025-12-23,2,regular,mobile,paid_social
U001183,2025-10-25,2,regular,mobile,search
U001184,2025-08-25,2,value,web,organic
U001185,2025-08-18,2,regular,web,referral
U001186,2025-07-21,3,value,web,organic
U001187,2025-06-09,2,value,web,organic
U001188,2025-10-02,2,regular,web,organic
U001189,2025-09-24,2,regular,web,paid_social
U001190,2025-05-06,3,value,mobile,paid_social
U001191,2025-08-17,3,premium,mobile,email
U001192,2025-07-13,1,value,mobile,organic
U001193,2025-06-16,1,regular,mobile,referral
U001194,2025-10-28,2,premium,web,search
U001195,2025-09-13,2,regular,web,organic
U001196,2025-10-11,2,regular,mobile,organic
U001197,2025-10-31,1,regular,mobile,referral
U001198,2026-01-06,2,regular,web,organic
U001199,2025-11-22,2,regular,web,paid_social
U001200,2025-10-07,2,regular,web,search
U001201,2025-12-11,2,value,web,organic
U001202,2025-09-01,2,regular,web,email
U001203,2026-01-07,2,value,web,referral
U001204,2025-11-12,3,premium,mobile,search
U001205,2025-10-15,2,value,mobile,paid_social
U001206,2025-12-17,2,value,web,search
U001207,2025-09-11,2,premium,mobile,paid_social
U001208,2025-11-01,1,value,mobile,organic
U001209,2025-07-15,2,value,web,search
U001210,2026-01-01,2,regular,mobile,organic
U001211,2025-10-08,3,value,web,search
U001212,2025-11-17,2,value,mobile,search
U001213,2025-08-28,1,regular,web,organic
U001214,2025-12-08,2,value,mobile,email
U001215,2025-05-23,1,value,mobile,organic
U001216,2025-06-02,2,value,,organic
U001217,2025-09-09,3,value,web,search
U001218,2025-11-04,2,value,web,paid_social
U001219,2025-11-24,2,value,mobile,organic
U001220,2025-08-23,2,regular,mobile,search
U001221,2025-10-15,2,regular,web,paid_social
U001222,2025-09-20,3,value,mobile,organic
U001223,2026-01-01,2,value,web,email
U001224,2025-10-16,2,premium,web,organic
U001225,2025-08-17,2,regular,web,paid_social
U001226,2026-01-03,1,regular,web,organic
U001227,2025-05-31,1,regular,web,paid_social
U001228,2026-01-07,1,value,web,referral
U001229,2025-06-12,2,regular,web,organic
U001230,2025-07-16,3,premium,mobile,organic
U001231,2025-11-27,2,premium,web,organic
U001232,2025-11-05,1,value,mobile,organic
U001233,2026-01-03,1,value,mobile,email
U001234,2025-11-09,2,value,mobile,paid_social
U001235,2025-10-11,3,value,web,paid_social
U001236,2025-07-30,2,value,mobile,email
U001237,2025-05-06,3,regular,web,referral
U001238,2025-06-05,3,value,web,referral
U001239,2025-07-18,1,premium,web,organic
U001240,2025-05-15,2,value,web,organic
U001241,2025-09-09,3,value,mobile,organic
U001242,2025-11-16,2,premium,mobile,search
U001243,2026-01-01,1,regular,mobile,search
U001244,2025-09-04,3,value,web,organic
U001245,2025-12-10,3,regular,mobile,search
U001246,2026-01-07,2,value,mobile,search
U001247,2025-12-06,2,value,web,organic
U001248,2025-08-29,1,regular,web,organic
U001249,2025-07-25,3,value,mobile,search
U001250,2026-01-05,2,regular,web,search
U001251,2025-07-04,1,value,web,paid_social
U001252,2025-08-16,2,regular,mobile,paid_social
U001253,2025-05-23,3,regular,web,organic
U001254,2025-11-20,3,value,web,organic
U001255,2025-10-15,2,value,web,organic
U001256,2025-05-26,1,regular,mobile,organic
U001257,2025-06-29,3,regular,mobile,search
U001258,2025-09-21,3,regular,mobile,email
U001259,2025-09-17,2,regular,mobile,organic
U001260,2025-11-22,2,regular,mobile,organic
U001261,2025-07-10,2,value,mobile,paid_social
U001262,2025-12-23,2,regular,web,search
U001263,2025-08-24,1,value,web,organic
U001264,2025-11-27,1,regular,mobile,organic
U001265,2025-07-03,1,value,mobile,email
U001266,2025-05-14,3,value,web,organic
U001267,2025-05-18,1,regular,mobile,paid_social
U001268,2025-08-06,1,regular,mobile,referral
U001269,2025-12-30,2,regular,web,organic
U001270,2025-05-17,1,regular,web,paid_social
U001271,2025-08-05,1,premium,web,organic
U001272,2025-06-01,2,regular,web,organic
U001273,2025-12-24,2,premium,web,organic
U001274,2025-10-21,2,regular,web,email
U001275,2025-11-12,3,regular,web,organic
U001276,2025-10-31,1,regular,web,organic
U001277,2025-10-16,3,regular,mobile,email
U001278,2025-11-15,3,value,mobile,organic
U001279,2025-05-07,3,regular,web,referral
U001280,2025-12-08,2,value,web,paid_social
U001281,2025-11-06,2,value,web,search
U001282,2025-11-06,2,premium,web,paid_social
U001283,2025-08-11,2,value,web,paid_social
U001284,2025-11-22,1,regular,web,organic
U001285,2025-08-08,3,regular,web,email
U001286,2025-05-17,2,value,mobile,email
U001287,2025-12-18,3,premium,web,referral
U001288,2025-07-02,2,value,mobile,paid_social
U001289,2025-05-30,1,premium,web,search
U001290,2025-10-08,2,regular,web,search
U001291,2025-07-02,2,value,mobile,organic
U001292,2025-12-06,2,value,web,search
