touch_id,user_id,touch_date,channel,campaign_type,offer_pct,delivered,clicked,redeemed
T00001335,U000802,2025-12-14,email,renewal_reminder,0,1,0,0
T00001336,U000803,2025-10-08,inapp,renewal_reminder,0,1,0,0
T00001337,U000803,2025-11-07,email,renewal_reminder,0,1,1,0
T00001338,U000804,2026-01-21,email,renewal_reminder,0,1,0,0
T00001339,U000808,2025-08-23,push,renewal_reminder,0,1,0,0
T00001340,U000808,2025-10-26,email,renewal_reminder,0,1,0,0
T00001341,U000808,2025-11-21,email,renewal_reminder,0,1,0,0
T00001342,U000808,2025-12-24,email,renewal_reminder,0,1,0,0
T00001343,U000809,2025-10-12,push,renewal_reminder,0,1,0,0
T00001344,U000809,2025-11-10,email,renewal_reminder,0,1,0,0
T00001345,U000809,2026-01-08,push,renewal_reminder,0,1,0,0
T00001346,U000811,2025-08-13,email,renewal_reminder,0,1,1,0
T00001347,U000811,2025-09-14,push,renewal_reminder,0,1,0,0
T00001348,U000811,2025-12-13,email,renewal_reminder,0,1,0,0
T00001349,U000813,2025-11-17,email,renewal_reminder,0,1,0,0
T00001350,U000813,2025-12-16,inapp,renewal_reminder,0,1,1,0
T00001351,U000814,2025-08-14,push,renewal_reminder,0,1,0,0
T00001352,U000814,2025-10-13,email,renewal_reminder,0,1,0,0
T00001353,U000814,2025-11-13,email,renewal_reminder,0,1,0,0
T00001354,U000814,2026-01-13,push,renewal_reminder,0,1,0,0
T00001355,U000815,2025-12-17,email,renewal_reminder,0,1,0,0
T00001356,U000817,2025-09-12,push,renewal_reminder,0,1,0,0
T00001357,U000817,2025-11-14,push,renewal_reminder,0,1,1,0
T00001358,U000817,2026-01-10,email,,0,1,0,0
T00001359,U000821,2025-07-07,push,renewal_reminder,0,1,0,0
T00001360,U000821,2025-09-06,email,renewal_reminder,0,1,0,0
T00001361,U000821,2025-10-02,email,renewal_reminder,0,1,0,0
T00001362,U000822,2026-01-16,email,renewal_reminder,0,1,0,0
T00001363,U000823,2026-01-01,push,renewal_reminder,0,1,0,0
T00001364,U000824,2026-01-16,push,renewal_reminder,0,1,0,0
T00001365,U000826,2026-01-18,email,renewal_reminder,0,1,0,0
T00001366,U000827,2026-01-18,inapp,renewal_reminder,0,1,0,0
T00001367,U000830,2025-07-10,push,renewal_reminder,0,1,1,0
T00001368,U000830,2025-09-11,inapp,renewal_reminder,0,1,0,0
T00001369,U000830,2025-10-09,email,renewal_reminder,0,1,0,0
T00001370,U000830,2025-12-10,push,renewal_reminder,0,1,0,0
T00001371,U000831,2025-10-30,email,renewal_reminder,0,1,0,0
T00001372,U000832,2025-11-29,inapp,renewal_reminder,0,1,0,0
T00001373,U000833,2025-09-21,email,renewal_reminder,0,1,0,0
T00001374,U000833,2025-12-21,email,renewal_reminder,0,1,0,0
T00001375,U000834,2026-01-06,push,renewal_reminder,0,1,0,0
T00001376,U000837,2026-01-20,push,renewal_reminder,0,1,0,0
T00001377,U000838,2025-08-20,email,renewal_reminder,0,1,0,0
T00001378,U000838,2025-12-18,email,renewal_reminder,0,1,0,0
T00001379,U000839,2025-07-08,email,renewal_reminder,0,1,0,0
T00001380,U000839,2025-10-05,email,renewal_reminder,0,1,0,0
T00001381,U000841,2025-08-11,email,renewal_reminder,0,1,0,0
T00001382,U000841,2025-09-10,EMAIL,renewal_reminder,0,1,0,0
T00001383,U000841,2025-12-09,email,renewal_reminder,0,1,0,0
T00001384,U000843,2026-01-18,email,renewal_reminder,0,1,0,0
T00001385,U000844,2025-09-10,email,renewal_reminder,0,1,0,0
T00001386,U000844,2025-10-07,email,renewal_reminder,0,1,0,0
T00001387,U000844,2025-12-05,push,renewal_reminder,0,1,0,0
T00001388,U000844,2026-01-05,email,renewal_reminder,0,1,0,0
T00001389,U000845,2025-08-04,email,renewal_reminder,0,1,0,0
T00001390,U000845,2025-10-04,push,renewal_reminder,0,1,0,0
T00001391,U000846,2025-07-04,push,renewal_reminder,0,1,0,0
T00001392,U000846,2025-09-06,push,renewal_reminder,0,1,0,0
T00001393,U000846,2025-11-04,email,renewal_reminder,0,1,0,0
T00001394,U000847,2025-09-10,email,renewal_reminder,0,1,0,0
T00001395,U000847,2025-10-10,push,renewal_reminder,0,1,0,0
T00001396,U000847,2025-11-05,push,renewal_reminder,0,1,0,0
T00001397,U000848,2025-08-10,email,renewal_reminder,0,1,0,0
T00001398,U000848,2025-09-11,email,renewal_reminder,0,1,0,0
T00001399,U000848,2025-11-07,inapp,renewal_reminder,0,1,0,0
T00001400,U000849,2026-01-20,push,renewal_reminder,0,1,0,0
T00001401,U000852,2026-01-22,push,renewal_reminder,0,1,0,0
T00001402,U000854,2025-08-03,email,renewal_reminder,0,1,0,0
T00001403,U000854,2025-09-03,email,renewal_reminder,0,1,0,0
T00001404,U000854,2025-09-29,email,renewal_reminder,0,1,0,0
T00001405,U000855,2025-09-13,inapp,renewal_reminder,0,1,0,0
T00001406,U000855,2025-10-11,email,renewal_reminder,0,1,0,0
T00001407,U000857,2025-10-03,email,renewal_reminder,0,1,0,0
T00001408,U000857,2025-12-01,email,renewal_reminder,0,1,0,0
T00001409,U000858,2025-07-13,email,renewal_reminder,0,1,0,0
T00001410,U000858,2025-09-12,email,renewal_reminder,0,1,0,0
T00001411,U000858,2025-10-10,inapp,renewal_reminder,0,1,0,0
T00001412,U000858,2025-11-12,email,renewal_reminder,0,1,0,0
T00001413,U000858,2025-12-08,email,renewal_reminder,0,1,0,0
T00001414,U000858,2026-01-11,inapp,renewal_reminder,0,1,1,0
T00001415,U000859,2026-01-17,push,renewal_reminder,0,1,0,0
T00001416,U000863,2025-08-26,email,renewal_reminder,0,1,0,0
T00001417,U000863,2025-10-27,push,renewal_reminder,0,1,0,0
T00001418,U000863,2025-11-26,email,renewal_reminder,0,1,0,0
T00001419,U000863,2025-12-28,push,renewal_reminder,0,1,0,0
T00001420,U000863,2026-01-26,inapp,renewal_reminder,0,1,1,0
T00001421,U000864,2025-12-13,email,renewal_reminder,0,1,0,0
T00001422,U000866,2025-11-24,inapp,renewal_reminder,0,1,1,0
T00001423,U000866,2025-12-25,push,renewal_reminder,0,1,0,0
T00001424,U000867,2026-01-25,push,renewal_reminder,0,1,0,0
T00001425,U000869,2025-09-19,push,renewal_reminder,0,1,0,0
T00001426,U000869,2025-10-23,email,renewal_reminder,0,1,1,0
T00001427,U000869,2025-11-19,push,renewal_reminder,0,1,0,0
T00001428,U000869,2025-12-19,email,renewal_reminder,0,1,0,0
T00001429,U000869,2026-01-21,inapp,renewal_reminder,0,1,1,0
T00001430,U000870,2025-07-13,push,renewal_reminder,0,1,0,0
T00001431,U000870,2025-08-09,email,renewal_reminder,0,1,0,0
T00001432,U000870,2025-09-10,inapp,renewal_reminder,0,1,1,0
T00001433,U000870,2025-10-12,inapp,renewal_reminder,0,1,0,0
T00001434,U000870,2025-11-09,email,renewal_reminder,0,1,0,0
T00001435,U000870,2026-01-10,push,renewal_reminder,0,1,0,0
T00001436,U000871,2025-10-28,push,renewal_reminder,0,1,0,0
T00001437,U000872,2025-07-20,email,renewal_reminder,0,1,1,0
T00001438,U000872,2025-08-20,inapp,renewal_reminder,0,1,1,0
T00001439,U000872,2025-09-19,email,renewal_reminder,0,1,0,0
T00001440,U000872,2025-10-18,push,renewal_reminder,0,1,0,0
T00001441,U000873,2025-08-30,email,renewal_reminder,0,1,0,0
T00001442,U000873,2025-10-27,push,renewal_reminder,0,1,0,0
T00001443,U000873,2025-11-28,push,renewal_reminder,0,1,0,0
T00001444,U000874,2025-07-04,email,renewal_reminder,0,1,0,0
T00001445,U000874,2025-08-04,inapp,renewal_reminder,0,1,0,0
T00001446,U000874,2025-12-31,email,renewal_reminder,0,1,0,0
T00001447,U000875,2025-12-25,email,renewal_reminder,0,1,0,0
T00001448,U000876,2025-11-08,inapp,renewal_reminder,0,1,1,0
T00001449,U000876,2025-12-04,email,renewal_reminder,0,1,0,0
T00001450,U000877,2025-12-15,push,renewal_reminder,0,1,0,0
T00001451,U000879,2025-11-21,push,renewal_reminder,0,1,0,0
T00001452,U000881,2025-09-23,email,renewal_reminder,0,1,0,0
T00001453,U000881,2025-12-20,push,renewal_reminder,0,1,0,0
T00001454,U000884,2025-07-13,email,renewal_reminder,0,1,0,0
T00001455,U000884,2025-08-11,inapp,renewal_reminder,0,1,0,0
T00001456,U000884,2025-10-10,inapp,renewal_reminder,0,1,0,0
T00001457,U000884,2025-11-07,email,renewal_reminder,0,1,1,0
T00001458,U000885,2026-01-24,inapp,renewal_reminder,0,1,0,0
T00001459,U000886,2026-01-02,inapp,renewal_reminder,0,1,0,0
T00001460,U000887,2025-09-11,email,renewal_reminder,0,1,0,0
T00001461,U000887,2025-10-13,push,renewal_reminder,0,1,0,0
T00001462,U000887,2025-11-11,email,renewal_reminder,0,1,0,0
T00001463,U000887,2025-12-10,email,renewal_reminder,0,1,0,0
T00001464,U000887,2026-01-10,push,renewal_reminder,0,1,0,0
T00001465,U000888,2025-07-21,push,renewal_reminder,0,1,0,0
T00001466,U000888,2025-08-24,email,renewal_reminder,0,1,0,0
T00001467,U000890,2025-08-05,push,renewal_reminder,0,1,0,0
T00001468,U000890,2025-10-04,push,renewal_reminder,0,1,0,0
T00001469,U000890,2025-11-02,email,renewal_reminder,0,1,0,0
T00001470,U000890,2025-12-05,email,renewal_reminder,0,1,0,0
T00001471,U000891,2025-08-26,inapp,renewal_reminder,0,1,0,0
T00001472,U000891,2025-11-22,email,renewal_reminder,0,1,0,0
T00001473,U000891,2025-12-24,email,renewal_reminder,0,1,0,0
T00001474,U000891,2026-01-19,email,renewal_reminder,0,1,0,0
T00001475,U000892,2025-11-30,email,renewal_reminder,0,1,0,0
T00001476,U000893,2025-12-11,inapp,renewal_reminder,0,1,0,0
T00001477,U000895,2025-12-10,email,renewal_reminder,0,1,0,0
T00001478,U000895,2026-01-05,push,renewal_reminder,0,1,0,0
T00001479,U000896,2025-11-04,email,renewal_reminder,0,1,1,0
T00001480,U000896,2025-12-07,push,renewal_reminder,0,1,1,0
T00001481,U000896,2026-01-05,inapp,renewal_reminder,0,1,0,0
T00001482,U000897,2025-10-06,email,renewal_reminder,0,1,0,0
T00001483,U000898,2025-08-15,inapp,renewal_reminder,0,1,0,0
T00001484,U000898,2025-09-14,email,renewal_reminder,0,1,0,0
T00001485,U000898,2025-10-14,inapp,renewal_reminder,0,1,0,0
T00001486,U000898,2025-12-16,inapp,renewal_reminder,0,1,0,0
T00001487,U000899,2025-09-16,push,renewal_reminder,0,1,0,0
T00001488,U000899,2025-12-17,inapp,renewal_reminder,0,1,1,0
T00001489,U000899,2026-01-14,email,renewal_reminder,0,1,0,0
T00001490,U000900,2025-11-02,email,renewal_reminder,0,1,0,0
T00001491,U000901,2025-08-04,inapp,renewal_reminder,0,1,0,0
T00001492,U000901,2025-10-01,push,renewal_reminder,0,1,1,0
T00001493,U000901,2025-10-31,push,renewal_reminder,0,1,0,0
T00001494,U000901,2025-12-30,email,renewal_reminder,0,1,0,0
T00001495,U000902,2025-08-16,email,renewal_reminder,0,1,0,0
T00001496,U000902,2025-11-14,push,renewal_reminder,0,1,0,0
T00001497,U000902,2026-01-12,email,renewal_reminder,0,1,0,0
T00001498,U000903,2025-09-23,push,renewal_reminder,0,1,0,0
T00001499,U000903,2025-12-23,email,renewal_reminder,0,1,0,0
T00001500,U000904,2026-01-13,push,renewal_reminder,0,1,0,0
T00001501,U000905,2025-10-24,push,renewal_reminder,0,1,1,0
T00001502,U000905,2025-12-23,inapp,renewal_reminder,0,1,0,0
T00001503,U000905,2026-01-20,email,renewal_reminder,0,1,0,0
T00001504,U000906,2025-12-29,email,renewal_reminder,0,1,0,0
T00001505,U000907,2025-10-08,inapp,renewal_reminder,0,1,0,0
T00001506,U000907,2025-11-10,email,renewal_reminder,0,1,0,0
T00001507,U000907,2026-01-08,email,renewal_reminder,0,1,0,0
T00001508,U000908,2025-11-11,email,,0,1,0,0
T00001509,U000909,2025-08-31,email,renewal_reminder,0,1,0,0
T00001510,U000909,2025-09-30,push,renewal_reminder,0,1,1,0
T00001511,U000909,2025-10-31,email,renewal_reminder,0,1,0,0
T00001512,U000909,2025-12-30,push,renewal_reminder,0,1,0,0
T00001513,U000910,2025-08-22,push,renewal_reminder,0,1,0,0
T00001514,U000910,2025-09-22,push,renewal_reminder,0,1,0,0
T00001515,U000910,2025-12-21,email,renewal_reminder,0,1,0,0
T00001516,U000910,2026-01-23,email,renewal_reminder,0,1,0,0
T00001517,U000911,2025-12-10,email,renewal_reminder,0,1,1,0
T00001518,U000911,2026-01-08,inapp,renewal_reminder,0,1,0,0
T00001519,U000912,2025-09-15,inapp,renewal_reminder,0,1,0,0
T00001520,U000912,2025-12-10,push,renewal_reminder,0,1,0,0
T00001521,U000913,2025-10-06,inapp,renewal_reminder,0,1,0,0
T00001522,U000913,2025-11-02,email,renewal_reminder,0,1,0,0
T00001523,U000913,2025-12-02,email,renewal_reminder,0,1,0,0
T00001524,U000913,2026-01-03,email,renewal_reminder,0,1,0,0
T00001525,U000915,2025-12-29,push,renewal_reminder,0,1,0,0
T00001526,U000916,2025-09-26,email,renewal_reminder,0,1,0,0
T00001527,U000916,2025-10-26,email,renewal_reminder,0,1,0,0
T00001528,U000916,2025-12-27,inapp,renewal_reminder,0,1,0,0
T00001529,U000917,2025-11-16,email,renewal_reminder,0,1,0,0
T00001530,U000917,2026-01-11,push,renewal_reminder,0,1,0,0
T00001531,U000919,2025-09-04,push,renewal_reminder,0,1,0,0
T00001532,U000919,2025-11-03,email,renewal_reminder,0,1,0,0
T00001533,U000920,2025-12-11,inapp,renewal_reminder,0,1,0,0
T00001534,U000923,2025-09-23,push,renewal_reminder,0,1,0,0
T00001535,U000923,2025-10-24,email,renewal_reminder,0,1,0,0
T00001536,U000923,2025-11-22,email,renewal_reminder,0,1,0,0
T00001537,U000923,2025-12-21,email,renewal_reminder,0,1,0,0
T00001538,U000923,2026-01-21,email,renewal_reminder,0,1,0,0
T00001539,U000924,2025-08-03,email,renewal_reminder,0,1,0,0
T00001540,U000924,2025-11-02,push,renewal_reminder,0,1,0,0
T00001541,U000924,2025-12-03,email,renewal_reminder,0,1,0,0
T00001542,U000925,2025-10-05,email,renewal_reminder,0,1,0,0
T00001543,U000927,2026-01-12,push,renewal_reminder,0,1,0,0
T00001544,U000928,2025-08-17,inapp,renewal_reminder,0,1,0,0
T00001545,U000928,2025-10-20,email,renewal_reminder,0,1,0,0
T00001546,U000928,2026-01-17,push,renewal_reminder,0,1,0,0
T00001547,U000930,2025-11-24,email,renewal_reminder,0,1,0,0
T00001548,U000930,2026-01-22,email,renewal_reminder,0,1,1,0
T00001549,U000931,2025-12-09,email,renewal_reminder,0,1,0,0
T00001550,U000931,2026-01-11,email,renewal_reminder,0,1,0,0
T00001551,U000932,2026-01-25,push,renewal_reminder,0,1,1,0
T00001552,U000933,2025-09-09,email,renewal_reminder,0,1,1,0
T00001553,U000934,2025-12-09,push,renewal_reminder,0,1,0,0
T00001554,U000935,2025-10-24,email,renewal_reminder,0,1,1,0
T00001555,U000935,2026-01-23,push,renewal_reminder,0,1,0,0
T00001556,U000937,2025-07-10,email,renewal_reminder,0,1,0,0
T00001557,U000937,2025-08-09,inapp,renewal_reminder,0,1,0,0
T00001558,U000937,2025-09-07,inapp,renewal_reminder,0,1,0,0
T00001559,U000937,2025-11-09,push,renewal_reminder,0,1,0,0
T00001560,U000937,2025-12-08,inapp,renewal_reminder,0,1,0,0
T00001561,U000937,2026-01-07,push,renewal_reminder,0,1,0,0
T00001562,U000938,2025-08-08,inapp,renewal_reminder,0,1,0,0
T00001563,U000938,2025-09-07,email,renewal_reminder,0,1,0,0
T00001564,U000938,2025-10-07,email,renewal_reminder,0,1,0,0
T00001565,U000938,2026-01-08,push,renewal_reminder,0,1,1,0
T00001566,U000939,2025-12-25,email,renewal_reminder,0,1,0,0
T00001567,U000940,2026-01-07,email,renewal_reminder,0,1,0,0
T00001568,U000941,2025-11-19,push,renewal_reminder,0,1,0,0
T00001569,U000942,2025-09-07,email,renewal_reminder,0,1,0,0
T00001570,U000942,2025-12-09,inapp,renewal_reminder,0,1,0,0
T00001571,U000943,2026-01-16,push,renewal_reminder,0,1,0,0
T00001572,U000944,2025-10-28,email,renewal_reminder,0,1,0,0
T00001573,U000944,2025-11-27,email,renewal_reminder,0,1,0,0
T00001574,U000945,2025-09-07,inapp,renewal_reminder,0,1,1,0
T00001575,U000945,2025-10-08,inapp,renewal_reminder,0,1,0,0
T00001576,U000945,2025-11-05,email,renewal_reminder,0,1,0,0
T00001577,U000946,2025-07-26,inapp,renewal_reminder,0,1,0,0
T00001578,U000946,2025-08-25,inapp,renewal_reminder,0,1,0,0
T00001579,U000946,2025-09-27,email,renewal_reminder,0,1,0,0
T00001580,U000946,2025-12-23,push,renewal_reminder,0,1,0,0
T00001581,U000948,2025-08-09,inapp,renewal_reminder,0,1,0,0
T00001582,U000948,2025-09-07,inapp,renewal_reminder,0,1,0,0
T00001583,U000948,2025-10-07,email,renewal_reminder,0,1,0,0
T00001584,U000948,2025-11-06,email,renewal_reminder,0,1,0,0
T00001585,U000949,2026-01-25,push,renewal_reminder,0,1,0,0
T00001586,U000950,2025-08-11,push,renewal_reminder,0,1,0,0
T00001587,U000950,2025-09-13,email,renewal_reminder,0,1,0,0
T00001588,U000950,2026-01-11,push,renewal_reminder,0,1,0,0
T00001589,U000951,2025-07-27,email,renewal_reminder,0,1,1,0
T00001590,U000951,2025-09-27,email,renewal_reminder,0,1,0,0
T00001591,U000951,2025-10-29,push,renewal_reminder,0,1,0,0
T00001592,U000951,2025-11-28,email,renewal_reminder,0,1,0,0
T00001593,U000951,2026-01-26,push,renewal_reminder,0,1,0,0
T00001594,U000952,2025-09-14,email,renewal_reminder,0,1,0,0
T00001595,U000952,2025-11-14,email,renewal_reminder,0,1,0,0
T00001596,U000954,2025-10-21,inapp,renewal_reminder,0,1,0,0
T00001597,U000954,2025-12-19,email,renewal_reminder,0,1,0,0
T00001598,U000955,2026-01-14,email,renewal_reminder,0,1,1,0
T00001599,U000956,2025-10-29,push,renewal_reminder,0,1,0,0
T00001600,U000956,2025-11-30,email,renewal_reminder,0,1,0,0
T00001601,U000957,2026-01-07,email,renewal_reminder,0,1,0,0
T00001602,U000958,2025-11-05,email,renewal_reminder,0,1,0,0
T00001603,U000958,2026-01-05,inapp,renewal_reminder,0,1,0,0
T00001604,U000960,2025-10-15,email,renewal_reminder,0,1,0,0
T00001605,U000960,2025-12-14,email,renewal_reminder,0,1,0,0
T00001606,U000960,2026-01-13,email,renewal_reminder,0,1,1,0
T00001607,U000961,2025-08-05,email,renewal_reminder,0,1,0,0
T00001608,U000961,2025-09-04,push,renewal_reminder,0,1,0,0
T00001609,U000961,2025-11-04,email,renewal_reminder,0,1,0,0
T00001610,U000961,2026-01-04,inapp,renewal_reminder,0,1,0,0
T00001611,U000962,2025-11-08,inapp,renewal_reminder,0,1,0,0
T00001612,U000962,2025-12-07,email,renewal_reminder,0,1,0,0
T00001613,U000964,2025-07-23,email,renewal_reminder,0,1,0,0
T00001614,U000964,2025-08-25,push,renewal_reminder,0,1,0,0
T00001615,U000964,2025-11-24,inapp,renewal_reminder,0,1,0,0
T00001616,U000964,2025-12-22,email,renewal_reminder,0,1,0,0
T00001617,U000964,2026-01-23,inapp,renewal_reminder,0,1,0,0
T00001618,U000966,2025-10-26,email,renewal_reminder,0,1,0,0
T00001619,U000966,2026-01-27,email,renewal_reminder,0,1,0,0
T00001620,U000967,2025-10-31,email,renewal_reminder,0,1,0,0
T00001621,U000967,2025-11-28,email,renewal_reminder,0,1,0,0
T00001622,U000968,2026-01-17,push,renewal_reminder,0,1,0,0
T00001623,U000969,2026-01-20,inapp,renewal_reminder,0,1,0,0
T00001624,U000970,2025-07-11,push,renewal_reminder,0,1,0,0
T00001625,U000970,2025-09-10,push,renewal_reminder,0,1,0,0
T00001626,U000970,2025-11-11,email,renewal_reminder,0,1,0,0
T00001627,U000971,2026-01-12,push,renewal_reminder,0,1,0,0
T00001628,U000972,2025-11-14,email,renewal_reminder,0,1,1,0
T00001629,U000973,2025-12-01,email,renewal_reminder,0,1,0,0
T00001630,U000974,2025-09-29,email,renewal_reminder,0,1,0,0
T00001631,U000974,2025-10-28,push,renewal_reminder,0,1,0,0
T00001632,U000974,2025-11-30,email,renewal_reminder,0,1,0,0
T00001633,U000974,2025-12-28,push,renewal_reminder,0,1,0,0
T00001634,U000975,2025-07-04,inapp,renewal_reminder,0,1,0,0
T00001635,U000975,2025-10-05,email,renewal_reminder,0,1,0,0
T00001636,U000977,2025-10-20,email,renewal_reminder,0,1,0,0
T00001637,U000977,2025-11-22,email,renewal_reminder,0,1,0,0
T00001638,U000977,2025-12-19,email,renewal_reminder,0,1,0,0
T00001639,U000979,2025-12-02,email,renewal_reminder,0,1,0,0
T00001640,U000980,2025-10-21,email,renewal_reminder,0,1,0,0
T00001641,U000980,2025-11-22,email,renewal_reminder,0,1,0,0
T00001642,U000980,2026-01-22,email,renewal_reminder,0,1,0,0
T00001643,U000981,2025-11-25,Push,renewal_reminder,0,1,0,0
T00001644,U000981,2026-01-22,push,renewal_reminder,0,1,0,0
T00001645,U000982,2025-11-29,inapp,renewal_reminder,0,1,0,0
T00001646,U000983,2025-11-21,inapp,renewal_reminder,0,1,0,0
T00001647,U000983,2025-12-22,inapp,renewal_reminder,0,1,1,0
T00001648,U000984,2026-01-15,email,renewal_reminder,0,1,0,0
T00001649,U000986,2025-11-13,inapp,renewal_reminder,0,1,0,0
T00001650,U000986,2026-01-11,inapp,renewal_reminder,0,1,0,0
T00001651,U000987,2025-11-30,push,renewal_reminder,0,1,0,0
T00001652,U000989,2025-09-01,push,renewal_reminder,0,1,0,0
T00001653,U000989,2025-10-02,email,renewal_reminder,0,1,0,0
T00001654,U000989,2025-11-27,email,renewal_reminder,0,1,0,0
T00001655,U000991,2025-08-29,inapp,renewal_reminder,0,1,0,0
T00001656,U000991,2025-10-30,email,renewal_reminder,0,1,0,0
T00001657,U000992,2025-10-16,inapp,renewal_reminder,0,1,0,0
T00001658,U000992,2026-01-16,email,renewal_reminder,0,1,0,0
T00001659,U000993,2025-08-20,push,renewal_reminder,0,1,0,0
T00001660,U000993,2025-11-16,push,renewal_reminder,0,1,0,0
T00001661,U000993,2026-01-17,email,renewal_reminder,0,1,0,0
T00001662,U000994,2025-10-21,inapp,renewal_reminder,0,1,0,0
T00001663,U000995,2025-10-13,push,renewal_reminder,0,1,0,0
T00001664,U000996,2026-01-05,email,renewal_reminder,0,1,0,0
T00001665,U000997,2025-10-08,email,renewal_reminder,0,1,0,0
T00001666,U000997,2025-11-09,inapp,renewal_reminder,0,1,0,0
T00001667,U000997,2025-12-07,email,renewal_reminder,0,1,0,0
T00001668,U000997,2026-01-06,email,renewal_reminder,0,1,0,0
T00001669,U000998,2025-10-01,email,renewal_reminder,0,1,0,0
T00001670,U000998,2025-12-01,push,renewal_reminder,0,1,0,0
T00001671,U000998,2026-01-02,inapp,renewal_reminder,0,1,0,0
T00001672,U001000,2025-10-09,email,renewal_reminder,0,1,0,0
T00001673,U001001,2026-01-21,push,renewal_reminder,0,1,0,0
T00001674,U001003,2025-11-22,email,renewal_reminder,0,1,0,0
T00001675,U001005,2025-08-02,push,renewal_reminder,0,1,0,0
T00001676,U001005,2025-10-30,email,renewal_reminder,0,1,0,0
T00001677,U001005,2025-12-01,push,renewal_reminder,0,1,0,0
T00001678,U001005,2025-12-30,email,renewal_reminder,0,1,0,0
T00001679,U001008,2025-10-04,push,renewal_reminder,0,1,0,0
T00001680,U001010,2025-10-08,email,renewal_reminder,0,1,1,0
T00001681,U001011,2025-08-11,email,renewal_reminder,0,1,0,0
T00001682,U001013,2025-09-06,inapp,renewal_reminder,0,1,1,0
T00001683,U001013,2025-10-07,email,renewal_reminder,0,1,0,0
T00001684,U001013,2025-12-02,email,renewal_reminder,0,1,0,0
T00001685,U001014,2025-08-21,push,renewal_reminder,0,1,0,0
T00001686,U001014,2025-09-18,push,renewal_reminder,0,1,0,0
T00001687,U001014,2025-11-17,email,renewal_reminder,0,1,0,0
T00001688,U001014,2025-12-19,push,renewal_reminder,0,1,0,0
T00001689,U001015,2026-01-06,push,renewal_reminder,0,1,0,0
T00001690,U001017,2025-09-03,email,renewal_reminder,0,1,0,0
T00001691,U001017,2025-12-01,push,renewal_reminder,0,1,1,0
T00001692,U001018,2025-11-04,email,renewal_reminder,0,1,0,0
T00001693,U001018,2025-12-03,email,renewal_reminder,0,1,0,0
T00001694,U001019,2025-10-12,email,renewal_reminder,0,1,0,0
T00001695,U001019,2025-11-09,email,renewal_reminder,0,1,0,0
T00001696,U001019,2025-12-12,push,renewal_reminder,0,1,0,0
T00001697,U001020,2025-10-31,email,renewal_reminder,0,1,1,0
T00001698,U001020,2025-12-03,Email,renewal_reminder,0,1,0,0
T00001699,U001021,2025-10-18,email,renewal_reminder,0,1,0,0
T00001700,U001024,2025-12-28,email,renewal_reminder,0,1,0,0
T00001701,U001026,2025-07-17,email,renewal_reminder,0,1,0,0
T00001702,U001026,2025-08-16,email,renewal_reminder,0,1,0,0
T00001703,U001026,2025-09-18,push,renewal_reminder,0,1,0,0
T00001704,U001026,2025-10-16,email,renewal_reminder,0,1,0,0
T00001705,U001026,2025-12-17,email,renewal_reminder,0,1,0,0
T00001706,U001027,2025-11-17,push,renewal_reminder,0,1,0,0
T00001707,U001028,2025-08-12,push,renewal_reminder,0,1,0,0
T00001708,U001028,2025-10-08,email,renewal_reminder,0,1,0,0
T00001709,U001028,2025-12-07,email,renewal_reminder,0,1,0,0
T00001710,U001029,2025-10-20,email,renewal_reminder,0,1,1,0
T00001711,U001029,2025-11-21,email,renewal_reminder,0,1,0,0
T00001712,U001029,2025-12-21,email,renewal_reminder,0,1,0,0
T00001713,U001029,2026-01-18,email,renewal_reminder,0,1,0,0
T00001714,U001030,2025-08-23,push,renewal_reminder,0,1,0,0
T00001715,U001030,2025-12-21,push,renewal_reminder,0,1,0,0
T00001716,U001031,2025-11-06,push,renewal_reminder,0,1,0,0
T00001717,U001031,2026-01-03,inapp,renewal_reminder,0,1,0,0
T00001718,U001032,2025-07-13,email,renewal_reminder,0,1,0,0
T00001719,U001032,2025-08-10,email,renewal_reminder,0,1,1,0
T00001720,U001032,2025-09-12,push,renewal_reminder,0,1,0,0
T00001721,U001032,2025-10-11,email,renewal_reminder,0,1,1,0
T00001722,U001032,2025-11-10,inapp,renewal_reminder,0,1,0,0
T00001723,U001033,2025-11-29,push,,0,1,0,0
T00001724,U001035,2025-07-21,email,renewal_reminder,0,1,0,0
T00001725,U001035,2025-09-17,email,renewal_reminder,0,1,0,0
T00001726,U001035,2025-11-18,push,renewal_reminder,0,1,0,0
T00001727,U001036,2025-12-10,email,renewal_reminder,0,1,0,0
T00001728,U001037,2026-01-15,inapp,renewal_reminder,0,1,1,0
T00001729,U001039,2025-11-17,email,renewal_reminder,0,1,0,0
T00001730,U001040,2025-12-30,push,renewal_reminder,0,1,0,0
T00001731,U001041,2025-11-27,push,renewal_reminder,0,1,0,0
T00001732,U001041,2025-12-26,email,renewal_reminder,0,1,0,0
T00001733,U001042,2026-01-01,email,renewal_reminder,0,1,0,0
T00001734,U001043,2025-10-15,email,renewal_reminder,0,1,0,0
T00001735,U001043,2025-12-14,email,,0,1,0,0
T00001736,U001044,2025-09-04,email,renewal_reminder,0,1,0,0
T00001737,U001044,2025-11-03,push,renewal_reminder,0,1,0,0
T00001738,U001045,2025-11-28,email,renewal_reminder,0,1,0,0
T00001739,U001046,2025-08-05,email,renewal_reminder,0,1,0,0
T00001740,U001046,2025-09-04,email,renewal_reminder,0,1,0,0
T00001741,U001046,2025-10-05,email,renewal_reminder,0,1,0,0
