payment_id,user_id,subscription_id,payment_date,amount,payment_method,payment_status,failure_reason,retry_count
PAY00001866,U000460,SUB_U000460,2025-12-02,499.0,Card,FAILED,INSUFFICIENT_FUNDS,0
PAY00001867,U000460,SUB_U000460,2025-12-03,499.0,UPI,SUCCESS,,1
PAY00001868,U000460,SUB_U000460,2025-12-31,499.0,Wallet,SUCCESS,,0
PAY00001869,U000461,SUB_U000461,2025-11-04,299.0,Card,SUCCESS,,0
PAY00001870,U000461,SUB_U000461,2025-12-04,299.0,Wallet,SUCCESS,,0
PAY00001871,U000462,SUB_U000462,2025-06-11,299.0,UPI,SUCCESS,,0
PAY00001872,U000462,SUB_U000462,2025-07-09,299.0,NetBanking,SUCCESS,,0
PAY00001873,U000462,SUB_U000462,2025-08-10,299.0,Wallet,SUCCESS,,0
PAY00001874,U000462,SUB_U000462,2025-09-09,299.0,Card,FAILED,INSUFFICIENT_FUNDS,0
PAY00001875,U000462,SUB_U000462,2025-09-10,299.0,NetBanking,SUCCESS,,1
PAY00001876,U000462,SUB_U000462,2025-10-09,299.0,Card,SUCCESS,,0
PAY00001877,U000462,SUB_U000462,2025-11-06,299.0,NetBanking,SUCCESS,,0
PAY00001878,U000462,SUB_U000462,2025-12-08,299.0,UPI,SUCCESS,,0
PAY00001879,U000463,SUB_U000463,2025-11-09,299.0,Card,SUCCESS,,0
PAY00001880,U000463,SUB_U000463,2025-12-09,299.0,NetBanking,FAILED,UPI_PIN_ERROR,0
PAY00001881,U000463,SUB_U000463,2025-12-10,299.0,Card,SUCCESS,,1
PAY00001882,U000464,SUB_U000464,2025-08-22,299.0,Wallet,SUCCESS,,0
PAY00001883,U000464,SUB_U000464,2025-09-20,299.0,Card,FAILED,CARD_DECLINED,0
PAY00001884,U000464,SUB_U000464,2025-10-19,299.0,UPI,SUCCESS,,0
PAY00001885,U000464,SUB_U000464,2025-11-18,299.0,Card,SUCCESS,,0
PAY00001886,U000464,SUB_U000464,2025-12-19,299.0,Card,FAILED,INSUFFICIENT_FUNDS,0
PAY00001887,U000465,SUB_U000465,2025-05-10,299.0,Card,SUCCESS,,0
PAY00001888,U000465,SUB_U000465,2025-06-07,299.0,Wallet,SUCCESS,,0
PAY00001889,U000465,SUB_U000465,2025-07-07,299.0,UPI,SUCCESS,,0
PAY00001890,U000465,SUB_U000465,2025-08-07,299.0,UPI,SUCCESS,,0
PAY00001891,U000465,SUB_U000465,2025-09-05,299.0,Card,FAILED,UPI_PIN_ERROR,0
PAY00001892,U000465,SUB_U000465,2025-09-06,299.0,UPI,SUCCESS,,1
PAY00001893,U000465,SUB_U000465,2025-10-06,299.0,NetBanking,SUCCESS,,0
PAY00001894,U000465,SUB_U000465,2025-11-04,299.0,NetBanking,SUCCESS,,0
PAY00001895,U000465,SUB_U000465,2025-12-05,299.0,UPI,SUCCESS,,0
PAY00001896,U000466,SUB_U000466,2026-01-07,299.0,UPI,SUCCESS,,0
PAY00001897,U000467,SUB_U000467,2025-06-16,499.0,Card,SUCCESS,,0
PAY00001898,U000467,SUB_U000467,2025-07-18,499.0,Wallet,SUCCESS,,0
PAY00001899,U000467,SUB_U000467,2025-08-16,499.0,NetBanking,SUCCESS,,0
PAY00001900,U000467,SUB_U000467,2025-09-16,499.0,UPI,FAILED,INSUFFICIENT_FUNDS,0
PAY00001901,U000467,SUB_U000467,2025-09-17,499.0,UPI,SUCCESS,,1
PAY00001902,U000467,SUB_U000467,2025-10-15,499.0,UPI,SUCCESS,,0
PAY00001903,U000467,SUB_U000467,2025-11-13,499.0,Card,FAILED,UPI_PIN_ERROR,0
PAY00001904,U000467,SUB_U000467,2025-11-14,499.0,Card,SUCCESS,,1
PAY00001905,U000467,SUB_U000467,2025-12-13,499.0,NetBanking,SUCCESS,,0
PAY00001906,U000468,SUB_U000468,2025-10-09,299.0,UPI,SUCCESS,,0
PAY00001907,U000469,SUB_U000469,2025-06-24,799.0,UPI,SUCCESS,,0
PAY00001908,U000469,SUB_U000469,2025-07-23,799.0,Card,SUCCESS,,0
PAY00001909,U000469,SUB_U000469,2025-08-23,799.0,Card,SUCCESS,,0
PAY00001910,U000469,SUB_U000469,2025-09-21,799.0,NetBanking,SUCCESS,,0
PAY00001911,U000469,SUB_U000469,2025-10-21,799.0,Card,SUCCESS,,0
PAY00001912,U000469,SUB_U000469,2025-11-21,799.0,NetBanking,SUCCESS,,0
PAY00001913,U000469,SUB_U000469,2025-12-19,799.0,Card,SUCCESS,,0
PAY00001914,U000470,SUB_U000470,2026-01-01,299.0,UPI,SUCCESS,,0
PAY00001915,U000471,SUB_U000471,2025-11-13,299.0,UPI,SUCCESS,,0
PAY00001916,U000471,SUB_U000471,2025-12-13,299.0,UPI,SUCCESS,,0
PAY00001917,U000472,SUB_U000472,2025-11-27,299.0,UPI,SUCCESS,,0
PAY00001918,U000472,SUB_U000472,2025-12-27,299.0,Card,SUCCESS,,0
PAY00001919,U000473,SUB_U000473,2025-08-25,299.0,UPI,SUCCESS,,0
PAY00001920,U000473,SUB_U000473,2025-09-26,299.0,Card,FAILED,INSUFFICIENT_FUNDS,0
PAY00001921,U000473,SUB_U000473,2025-09-27,299.0,Card,SUCCESS,,1
PAY00001922,U000473,SUB_U000473,2025-10-25,299.0,UPI,SUCCESS,,0
PAY00001923,U000473,SUB_U000473,2025-11-23,299.0,Card,FAILED,BANK_TIMEOUT,0
PAY00001924,U000473,SUB_U000473,2025-11-24,299.0,UPI,SUCCESS,,1
PAY00001925,U000473,SUB_U000473,2025-12-24,299.0,UPI,SUCCESS,,0
PAY00001926,U000474,SUB_U000474,2025-09-06,499.0,UPI,SUCCESS,,0
PAY00001927,U000474,SUB_U000474,2025-10-08,499.0,UPI,SUCCESS,,0
PAY00001928,U000474,SUB_U000474,2025-11-07,499.0,Card,SUCCESS,,0
PAY00001929,U000474,SUB_U000474,2025-12-05,499.0,Card,SUCCESS,,0
PAY00001930,U000475,SUB_U000475,2025-10-15,299.0,Wallet,SUCCESS,,0
PAY00001931,U000475,SUB_U000475,2025-11-15,299.0,UPI,SUCCESS,,0
PAY00001932,U000475,SUB_U000475,2025-12-14,299.0,UPI,SUCCESS,,0
PAY00001933,U000476,SUB_U000476,2025-11-20,799.0,Card,FAILED,INSUFFICIENT_FUNDS,0
PAY00001934,U000476,SUB_U000476,2025-11-21,799.0,UPI,SUCCESS,,1
PAY00001935,U000476,SUB_U000476,2025-12-20,799.0,Card,SUCCESS,,0
PAY00001936,U000477,SUB_U000477,2025-12-06,299.0,UPI,SUCCESS,,0
PAY00001937,U000478,SUB_U000478,2025-05-13,299.0,Card,SUCCESS,,0
PAY00001938,U000478,SUB_U000478,2025-06-10,299.0,NetBanking,SUCCESS,,0
PAY00001939,U000478,SUB_U000478,2025-07-10,299.0,UPI,SUCCESS,,0
PAY00001940,U000478,SUB_U000478,2025-08-10,299.0,NetBanking,SUCCESS,,0
PAY00001941,U000478,SUB_U000478,2025-09-09,299.0,Card,SUCCESS,,0
PAY00001942,U000478,SUB_U000478,2025-10-09,299.0,UPI,SUCCESS,,0
PAY00001943,U000478,SUB_U000478,2025-11-09,299.0,UPI,SUCCESS,,0
PAY00001944,U000479,SUB_U000479,2025-10-26,299.0,Card,SUCCESS,,0
PAY00001945,U000479,SUB_U000479,2025-11-23,299.0,Card,FAILED,CARD_DECLINED,0
PAY00001946,U000479,SUB_U000479,2025-12-25,299.0,UPI,SUCCESS,,0
PAY00001947,U000480,SUB_U000480,2025-06-03,299.0,UPI,SUCCESS,,0
PAY00001948,U000480,SUB_U000480,2025-07-03,299.0,Card,SUCCESS,,0
PAY00001949,U000480,SUB_U000480,2025-08-03,299.0,NetBanking,SUCCESS,,0
PAY00001950,U000480,SUB_U000480,2025-09-03,299.0,Card,FAILED,BANK_TIMEOUT,0
PAY00001951,U000480,SUB_U000480,2025-10-01,299.0,UPI,SUCCESS,,0
PAY00001952,U000480,SUB_U000480,2025-11-02,299.0,UPI,SUCCESS,,0
PAY00001953,U000480,SUB_U000480,2025-12-02,299.0,Card,SUCCESS,,0
PAY00001954,U000480,SUB_U000480,2025-12-31,299.0,UPI,FAILED,BANK_TIMEOUT,0
PAY00001955,U000480,SUB_U000480,2026-01-01,299.0,UPI,SUCCESS,,1
PAY00001956,U000481,SUB_U000481,2025-07-22,499.0,UPI,SUCCESS,,0
PAY00001957,U000481,SUB_U000481,2025-08-22,499.0,NetBanking,SUCCESS,,0
PAY00001958,U000482,SUB_U000482,2025-12-06,299.0,UPI,failed,INSUFFICIENT_FUNDS,0
PAY00001959,U000483,SUB_U000483,2025-07-11,499.0,NetBanking,SUCCESS,,0
PAY00001960,U000483,SUB_U000483,2025-08-09,499.0,Card,SUCCESS,,0
PAY00001961,U000483,SUB_U000483,2025-09-08,499.0,UPI,SUCCESS,,0
PAY00001962,U000483,SUB_U000483,2025-10-09,499.0,Card,FAILED,CARD_DECLINED,0
PAY00001963,U000483,SUB_U000483,2025-11-07,499.0,Card,SUCCESS,,0
PAY00001964,U000483,SUB_U000483,2025-12-06,499.0,UPI,SUCCESS,,0
PAY00001965,U000484,SUB_U000484,2025-11-26,799.0,Card,FAILED,CARD_DECLINED,0
PAY00001966,U000485,SUB_U000485,2025-09-01,499.0,NetBanking,FAILED,UPI_PIN_ERROR,0
PAY00001967,U000485,SUB_U000485,2025-09-30,499.0,Wallet,SUCCESS,,0
PAY00001968,U000485,SUB_U000485,2025-10-30,499.0,NetBanking,SUCCESS,,0
PAY00001969,U000485,SUB_U000485,2025-11-30,499.0,Wallet,SUCCESS,,0
PAY00001970,U000485,SUB_U000485,2025-12-29,499.0,Wallet,SUCCESS,,0
PAY00001971,U000486,SUB_U000486,2025-07-04,299.0,UPI,FAILED,CARD_DECLINED,0
PAY00001972,U000486,SUB_U000486,2025-08-03,299.0,NetBanking,FAILED,INSUFFICIENT_FUNDS,0
PAY00001973,U000486,SUB_U000486,2025-08-04,299.0,UPI,SUCCESS,,1
PAY00001974,U000486,SUB_U000486,2025-09-02,299.0,UPI,SUCCESS,,0
PAY00001975,U000486,SUB_U000486,2025-10-02,299.0,Wallet,SUCCESS,,0
PAY00001976,U000486,SUB_U000486,2025-10-31,299.0,Card,FAILED,CARD_DECLINED,0
PAY00001977,U000486,SUB_U000486,2025-11-01,299.0,Card,SUCCESS,,1
PAY00001978,U000486,SUB_U000486,2025-12-01,299.0,Card,SUCCESS,,0
PAY00001979,U000486,SUB_U000486,2025-12-30,299.0,Card,SUCCESS,,0
PAY00001980,U000487,SUB_U000487,2025-08-04,499.0,UPI,SUCCESS,,0
PAY00001981,U000487,SUB_U000487,2025-09-03,499.0,NetBanking,SUCCESS,,0
PAY00001982,U000487,SUB_U000487,2025-10-04,499.0,NetBanking,SUCCESS,,0
PAY00001983,U000487,SUB_U000487,2025-11-01,499.0,Card,SUCCESS,,0
PAY00001984,U000487,SUB_U000487,2025-12-03,499.0,Card,SUCCESS,,0
PAY00001985,U000487,SUB_U000487,2026-01-02,499.0,Card,SUCCESS,,0
PAY00001986,U000488,SUB_U000488,2025-09-16,499.0,UPI,FAILED,INSUFFICIENT_FUNDS,0
PAY00001987,U000488,SUB_U000488,2025-10-17,499.0,Card,SUCCESS,,0
PAY00001988,U000488,SUB_U000488,2025-11-16,499.0,UPI,SUCCESS,,0
PAY00001989,U000488,SUB_U000488,2025-12-16,499.0,UPI,SUCCESS,,0
PAY00001990,U000489,SUB_U000489,2025-11-15,499.0,Card,SUCCESS,,0
PAY00001991,U000489,SUB_U000489,2025-12-16,499.0,UPI,SUCCESS,,0
PAY00001992,U000490,SUB_U000490,2025-10-07,499.0,UPI,SUCCESS,,0
PAY00001993,U000490,SUB_U000490,2025-11-05,499.0,Card,SUCCESS,,0
PAY00001994,U000490,SUB_U000490,2025-12-06,499.0,NetBanking,SUCCESS,,0
PAY00001995,U000491,SUB_U000491,2025-12-28,299.0,UPI,SUCCESS,,0
PAY00001996,U000492,SUB_U000492,2025-12-11,299.0,NetBanking,SUCCESS,,0
PAY00001997,U000493,SUB_U000493,2025-11-18,299.0,Card,SUCCESS,,0
PAY00001998,U000493,SUB_U000493,2025-12-19,299.0,UPI,SUCCESS,,0
PAY00001999,U000494,SUB_U000494,2025-10-07,499.0,UPI,SUCCESS,,0
PAY00002000,U000494,SUB_U000494,2025-11-07,499.0,Card,SUCCESS,,0
PAY00002001,U000494,SUB_U000494,2025-12-08,499.0,Card,SUCCESS,,0
PAY00002002,U000495,SUB_U000495,2025-07-21,499.0,UPI,SUCCESS,,0
PAY00002003,U000495,SUB_U000495,2025-08-18,499.0,UPI,SUCCESS,,0
PAY00002004,U000495,SUB_U000495,2025-09-19,499.0,Card,SUCCESS,,0
PAY00002005,U000495,SUB_U000495,2025-10-17,499.0,UPI,FAILED,CARD_DECLINED,0
PAY00002006,U000495,SUB_U000495,2025-10-18,499.0,Card,SUCCESS,,1
PAY00002007,U000495,SUB_U000495,2025-11-17,499.0,Wallet,SUCCESS,,0
PAY00002008,U000495,SUB_U000495,2025-12-16,499.0,UPI,SUCCESS,,0
PAY00002009,U000496,SUB_U000496,2025-08-24,299.0,Card,SUCCESS,,0
PAY00002010,U000496,SUB_U000496,2025-09-22,299.0,UPI,FAILED,UPI_PIN_ERROR,0
PAY00002011,U000496,SUB_U000496,2025-10-24,299.0,UPI,FAILED,CARD_DECLINED,0
PAY00002012,U000496,SUB_U000496,2025-10-25,299.0,UPI,SUCCESS,,1
PAY00002013,U000497,SUB_U000497,2025-06-07,799.0,Wallet,SUCCESS,,0
PAY00002014,U000497,SUB_U000497,2025-07-06,799.0,UPI,SUCCESS,,0
PAY00002015,U000497,SUB_U000497,2025-08-04,799.0,Card,SUCCESS,,0
PAY00002016,U000497,SUB_U000497,2025-09-05,799.0,Wallet,Success,,0
PAY00002017,U000498,SUB_U000498,2025-08-09,299.0,Wallet,FAILED,INSUFFICIENT_FUNDS,0
PAY00002018,U000498,SUB_U000498,2025-08-10,299.0,Card,SUCCESS,,1
PAY00002019,U000498,SUB_U000498,2025-09-08,299.0,Card,FAILED,UPI_PIN_ERROR,0
PAY00002020,U000498,SUB_U000498,2025-10-08,299.0,UPI,SUCCESS,,0
PAY00002021,U000498,SUB_U000498,2025-11-05,299.0,Wallet,SUCCESS,,0
PAY00002022,U000498,SUB_U000498,2025-12-07,299.0,Wallet,SUCCESS,,0
PAY00002023,U000499,SUB_U000499,2025-12-23,299.0,Card,SUCCESS,,0
PAY00002024,U000500,SUB_U000500,2025-08-24,499.0,Card,SUCCESS,,0
PAY00002025,U000500,SUB_U000500,2025-09-21,499.0,Card,FAILED,CARD_DECLINED,0
PAY00002026,U000500,SUB_U000500,2025-09-22,499.0,NetBanking,SUCCESS,,1
PAY00002027,U000501,SUB_U000501,2025-06-11,299.0,NetBanking,SUCCESS,,0
PAY00002028,U000501,SUB_U000501,2025-07-10,299.0,Card,SUCCESS,,0
PAY00002029,U000501,SUB_U000501,2025-08-08,299.0,UPI,SUCCESS,,0
PAY00002030,U000501,SUB_U000501,2025-09-08,299.0,Wallet,FAILED,BANK_TIMEOUT,0
PAY00002031,U000501,SUB_U000501,2025-10-09,299.0,Card,FAILED,BANK_TIMEOUT,0
PAY00002032,U000502,SUB_U000502,2025-10-20,499.0,Card,SUCCESS,,0
PAY00002033,U000502,SUB_U000502,2025-11-20,499.0,UPI,SUCCESS,,0
PAY00002034,U000502,SUB_U000502,2025-12-20,499.0,NetBanking,SUCCESS,,0
PAY00002035,U000503,SUB_U000503,2026-01-04,299.0,UPI,SUCCESS,,0
PAY00002036,U000504,SUB_U000504,2025-12-13,799.0,Wallet,SUCCESS,,0
PAY00002037,U000505,SUB_U000505,2025-07-17,799.0,NetBanking,SUCCESS,,0
PAY00002038,U000505,SUB_U000505,2025-08-16,799.0,UPI,FAILED,CARD_DECLINED,0
PAY00002039,U000505,SUB_U000505,2025-08-17,799.0,Card,SUCCESS,,1
PAY00002040,U000505,SUB_U000505,2025-09-15,799.0,Card,SUCCESS,,0
PAY00002041,U000505,SUB_U000505,2025-10-15,799.0,Card,SUCCESS,,0
PAY00002042,U000505,SUB_U000505,2025-11-15,799.0,Card,SUCCESS,,0
PAY00002043,U000505,SUB_U000505,2025-12-16,799.0,Wallet,SUCCESS,,0
PAY00002044,U000506,SUB_U000506,2025-09-01,299.0,Wallet,SUCCESS,,0
PAY00002045,U000506,SUB_U000506,2025-09-30,299.0,NetBanking,SUCCESS,,0
PAY00002046,U000506,SUB_U000506,2025-10-29,299.0,NetBanking,FAILED,INSUFFICIENT_FUNDS,0
PAY00002047,U000506,SUB_U000506,2025-11-28,299.0,UPI,SUCCESS,,0
PAY00002048,U000506,SUB_U000506,2025-12-28,299.0,Wallet,SUCCESS,,0
PAY00002049,U000507,SUB_U000507,2025-09-18,299.0,Wallet,SUCCESS,,0
PAY00002050,U000507,SUB_U000507,2025-10-16,299.0,Card,SUCCESS,,0
PAY00002051,U000507,SUB_U000507,2025-11-15,299.0,Card,SUCCESS,,0
PAY00002052,U000507,SUB_U000507,2025-12-16,299.0,UPI,SUCCESS,,0
PAY00002053,U000508,SUB_U000508,2025-07-11,799.0,Wallet,SUCCESS,,0
PAY00002054,U000508,SUB_U000508,2025-08-09,799.0,Card,SUCCESS,,0
PAY00002055,U000508,SUB_U000508,2025-09-10,799.0,Card,SUCCESS,,0
PAY00002056,U000508,SUB_U000508,2025-10-08,799.0,Card,SUCCESS,,0
PAY00002057,U000508,SUB_U000508,2025-11-07,799.0,Wallet,SUCCESS,,0
PAY00002058,U000508,SUB_U000508,2025-12-07,799.0,UPI,SUCCESS,,0
PAY00002059,U000509,SUB_U000509,2025-07-19,799.0,UPI,SUCCESS,,0
PAY00002060,U000509,SUB_U000509,2025-08-18,799.0,Wallet,SUCCESS,,0
PAY00002061,U000509,SUB_U000509,2025-09-16,799.0,Card,SUCCESS,,0
PAY00002062,U000509,SUB_U000509,2025-10-16,799.0,Card,SUCCESS,,0
PAY00002063,U000509,SUB_U000509,2025-11-17,799.0,Card,SUCCESS,,0
PAY00002064,U000509,SUB_U000509,2025-12-17,799.0,UPI,SUCCESS,,0
PAY00002065,U000510,SUB_U000510,2025-07-09,299.0,Wallet,SUCCESS,,0
PAY00002066,U000510,SUB_U000510,2025-08-09,299.0,Wallet,SUCCESS,,0
PAY00002067,U000511,SUB_U000511,2026-01-18,799.0,UPI,SUCCESS,,0
PAY00002068,U000512,SUB_U000512,2025-11-11,799.0,Wallet,SUCCESS,,0
PAY00002069,U000512,SUB_U000512,2025-12-10,799.0,Wallet,SUCCESS,,0
PAY00002070,U000513,SUB_U000513,2025-12-03,299.0,Wallet,SUCCESS,,0
PAY00002071,U000514,SUB_U000514,2025-12-04,499.0,UPI,SUCCESS,,0
PAY00002072,U000515,SUB_U000515,2026-01-06,299.0,Wallet,SUCCESS,,0
PAY00002073,U000516,SUB_U000516,2025-06-04,299.0,Wallet,SUCCESS,,0
PAY00002074,U000516,SUB_U000516,2025-07-05,299.0,Card,SUCCESS,,0
PAY00002075,U000516,SUB_U000516,2025-08-04,299.0,Card,SUCCESS,,0
PAY00002076,U000516,SUB_U000516,2025-09-02,299.0,NetBanking,SUCCESS,,0
PAY00002077,U000516,SUB_U000516,2025-10-03,299.0,Wallet,SUCCESS,,0
PAY00002078,U000516,SUB_U000516,2025-11-02,299.0,UPI,SUCCESS,,0
PAY00002079,U000516,SUB_U000516,2025-12-01,299.0,UPI,SUCCESS,,0
PAY00002080,U000516,SUB_U000516,2025-12-31,299.0,Card,SUCCESS,,0
PAY00002081,U000517,SUB_U000517,2025-12-16,299.0,UPI,SUCCESS,,0
PAY00002082,U000518,SUB_U000518,2025-05-23,799.0,UPI,SUCCESS,,0
PAY00002083,U000518,SUB_U000518,2025-06-22,799.0,Card,SUCCESS,,0
PAY00002084,U000518,SUB_U000518,2025-07-22,799.0,Card,SUCCESS,,0
PAY00002085,U000518,SUB_U000518,2025-08-21,799.0,UPI,SUCCESS,,0
PAY00002086,U000518,SUB_U000518,2025-09-20,799.0,Card,FAILED,INSUFFICIENT_FUNDS,0
PAY00002087,U000518,SUB_U000518,2025-10-20,799.0,UPI,FAILED,INSUFFICIENT_FUNDS,0
PAY00002088,U000518,SUB_U000518,2025-11-20,799.0,UPI,SUCCESS,,0
PAY00002089,U000518,SUB_U000518,2025-12-20,799.0,UPI,SUCCESS,,0
PAY00002090,U000519,SUB_U000519,2025-09-03,499.0,NetBanking,SUCCESS,,0
PAY00002091,U000519,SUB_U000519,2025-10-04,499.0,Card,SUCCESS,,0
PAY00002092,U000519,SUB_U000519,2025-11-03,499.0,Card,SUCCESS,,0
PAY00002093,U000519,SUB_U000519,2025-12-01,499.0,Card,SUCCESS,,0
PAY00002094,U000519,SUB_U000519,2026-01-01,499.0,UPI,FAILED,INSUFFICIENT_FUNDS,0
PAY00002095,U000520,SUB_U000520,2025-10-09,499.0,UPI,SUCCESS,,0
PAY00002096,U000520,SUB_U000520,2025-11-09,499.0,UPI,SUCCESS,,0
PAY00002097,U000520,SUB_U000520,2025-12-07,499.0,UPI,SUCCESS,,0
PAY00002098,U000521,SUB_U000521,2025-08-06,499.0,Card,SUCCESS,,0
PAY00002099,U000521,SUB_U000521,2025-09-06,499.0,UPI,SUCCESS,,0
PAY00002100,U000521,SUB_U000521,2025-10-05,499.0,Card,SUCCESS,,0
PAY00002101,U000521,SUB_U000521,2025-11-06,499.0,Card,SUCCESS,,0
PAY00002102,U000521,SUB_U000521,2025-12-04,499.0,UPI,SUCCESS,,0
PAY00002103,U000522,SUB_U000522,2025-06-13,499.0,Card,SUCCESS,,0
PAY00002104,U000522,SUB_U000522,2025-07-11,499.0,Wallet,SUCCESS,,0
PAY00002105,U000522,SUB_U000522,2025-08-11,499.0,NetBanking,SUCCESS,,0
PAY00002106,U000522,SUB_U000522,2025-09-09,499.0,UPI,SUCCESS,,0
PAY00002107,U000522,SUB_U000522,2025-10-10,499.0,Card,SUCCESS,,0
PAY00002108,U000522,SUB_U000522,2025-11-08,499.0,UPI,SUCCESS,,0
PAY00002109,U000522,SUB_U000522,2025-12-08,499.0,UPI,SUCCESS,,0
PAY00002110,U000523,SUB_U000523,2025-06-27,299.0,NetBanking,SUCCESS,,0
PAY00002111,U000523,SUB_U000523,2025-07-29,299.0,UPI,SUCCESS,,0
PAY00002112,U000523,SUB_U000523,2025-08-26,299.0,Wallet,SUCCESS,,0
PAY00002113,U000523,SUB_U000523,2025-09-27,299.0,Card,SUCCESS,,0
PAY00002114,U000523,SUB_U000523,2025-10-26,299.0,UPI,SUCCESS,,0
PAY00002115,U000523,SUB_U000523,2025-11-26,299.0,Wallet,SUCCESS,,0
PAY00002116,U000523,SUB_U000523,2025-12-24,299.0,Card,SUCCESS,,0
PAY00002117,U000524,SUB_U000524,2025-12-01,799.0,UPI,FAILED,BANK_TIMEOUT,0
PAY00002118,U000525,SUB_U000525,2025-07-25,299.0,UPI,SUCCESS,,0
PAY00002119,U000525,SUB_U000525,2025-08-24,299.0,Card,FAILED,CARD_DECLINED,0
PAY00002120,U000526,SUB_U000526,2025-07-21,299.0,UPI,SUCCESS,,0
PAY00002121,U000526,SUB_U000526,2025-08-20,299.0,UPI,SUCCESS,,0
PAY00002122,U000526,SUB_U000526,2025-09-21,299.0,Card,SUCCESS,,0
PAY00002123,U000526,SUB_U000526,2025-10-20,299.0,UPI,SUCCESS,,0
PAY00002124,U000526,SUB_U000526,2025-11-19,299.0,Card,SUCCESS,,0
PAY00002125,U000526,SUB_U000526,2025-12-20,299.0,Wallet,SUCCESS,,0
PAY00002126,U000527,SUB_U000527,2025-12-28,799.0,NetBanking,SUCCESS,,0
PAY00002127,U000528,SUB_U000528,2025-06-10,799.0,Wallet,SUCCESS,,0
PAY00002128,U000528,SUB_U000528,2025-07-12,799.0,UPI,SUCCESS,,0
PAY00002129,U000528,SUB_U000528,2025-08-09,799.0,Card,SUCCESS,,0
PAY00002130,U000528,SUB_U000528,2025-09-10,799.0,Card,SUCCESS,,0
PAY00002131,U000528,SUB_U000528,2025-10-10,799.0,Card,SUCCESS,,0
PAY00002132,U000528,SUB_U000528,2025-11-07,799.0,Wallet,SUCCESS,,0
PAY00002133,U000528,SUB_U000528,2025-12-08,799.0,UPI,SUCCESS,,0
PAY00002134,U000529,SUB_U000529,2025-12-23,299.0,UPI,FAILED,UPI_PIN_ERROR,0
PAY00002135,U000530,SUB_U000530,2025-12-29,299.0,Card,SUCCESS,,0
PAY00002136,U000531,SUB_U000531,2025-10-03,299.0,UPI,SUCCESS,,0
PAY00002137,U000531,SUB_U000531,2025-11-03,299.0,Card,SUCCESS,,0
PAY00002138,U000531,SUB_U000531,2025-12-01,299.0,Card,SUCCESS,,0
PAY00002139,U000531,SUB_U000531,2026-01-01,299.0,Card,SUCCESS,,0
PAY00002140,U000532,SUB_U000532,2025-06-16,499.0,NetBanking,SUCCESS,,0
PAY00002141,U000532,SUB_U000532,2025-07-17,499.0,Card,SUCCESS,,0
PAY00002142,U000532,SUB_U000532,2025-08-15,499.0,Card,SUCCESS,,0
PAY00002143,U000532,SUB_U000532,2025-09-14,499.0,UPI,SUCCESS,,0
PAY00002144,U000532,SUB_U000532,2025-10-15,499.0,UPI,SUCCESS,,0
PAY00002145,U000532,SUB_U000532,2025-11-13,499.0,UPI,SUCCESS,,0
PAY00002146,U000532,SUB_U000532,2025-12-15,499.0,UPI,SUCCESS,,0
PAY00002147,U000533,SUB_U000533,2025-06-15,299.0,Wallet,SUCCESS,,0
PAY00002148,U000533,SUB_U000533,2025-07-16,299.0,UPI,SUCCESS,,0
PAY00002149,U000533,SUB_U000533,2025-08-15,299.0,UPI,SUCCESS,,0
PAY00002150,U000533,SUB_U000533,2025-09-14,299.0,UPI,SUCCESS,,0
PAY00002151,U000534,SUB_U000534,2025-07-19,499.0,UPI,SUCCESS,,0
PAY00002152,U000534,SUB_U000534,2025-08-19,499.0,Card,SUCCESS,,0
PAY00002153,U000534,SUB_U000534,2025-09-19,499.0,Card,SUCCESS,,0
PAY00002154,U000534,SUB_U000534,2025-10-18,499.0,NetBanking,SUCCESS,,0
PAY00002155,U000534,SUB_U000534,2025-11-17,499.0,UPI,SUCCESS,,0
PAY00002156,U000534,SUB_U000534,2025-12-16,499.0,Wallet,SUCCESS,,0
PAY00002157,U000535,SUB_U000535,2025-10-04,499.0,Card,SUCCESS,,0
PAY00002158,U000535,SUB_U000535,2025-11-04,499.0,NetBanking,SUCCESS,,0
PAY00002159,U000535,SUB_U000535,2025-12-03,499.0,Card,SUCCESS,,0
PAY00002160,U000536,SUB_U000536,2025-06-18,499.0,UPI,SUCCESS,,0
PAY00002161,U000536,SUB_U000536,2025-07-16,499.0,Card,SUCCESS,,0
PAY00002162,U000536,SUB_U000536,2025-08-15,499.0,NetBanking,SUCCESS,,0
PAY00002163,U000536,SUB_U000536,2025-09-14,499.0,Card,SUCCESS,,0
PAY00002164,U000536,SUB_U000536,2025-10-16,499.0,UPI,SUCCESS,,0
PAY00002165,U000536,SUB_U000536,2025-11-13,499.0,UPI,SUCCESS,,0
PAY00002166,U000536,SUB_U000536,2025-12-14,499.0,UPI,SUCCESS,,0
PAY00002167,U000537,SUB_U000537,2025-08-31,799.0,UPI,SUCCESS,,0
PAY00002168,U000537,SUB_U000537,2025-09-30,799.0,Card,SUCCESS,,0
PAY00002169,U000537,SUB_U000537,2025-10-29,799.0,UPI,SUCCESS,,0
PAY00002170,U000537,SUB_U000537,2025-11-30,799.0,Card,SUCCESS,,0
PAY00002171,U000537,SUB_U000537,2025-12-28,799.0,Card,SUCCESS,,0
PAY00002172,U000538,SUB_U000538,2025-06-05,299.0,Card,SUCCESS,,0
PAY00002173,U000538,SUB_U000538,2025-07-03,299.0,Card,SUCCESS,,0
